source_state	senescence_basin	inflammatory_regeneration_bridge	embryonic_like_plasticity_basin	tumor_plasticity_basin
senescence_basin	0.4989825111968599	0.28658337037725473	0.12721295903785612	0.08721803124649834
inflammatory_regeneration_bridge	0.255892111131963	0.4661164292557543	0.1449978307896982	0.13299333682467016
embryonic_like_plasticity_basin	0.25410747033809195	0.2915501057470678	0.35316049809620714	0.10117855559488573
tumor_plasticity_basin	0.20596303724718495	0.23836842885985152	0.13558962388646667	0.42007638664363817
