source_state	senescence_basin	inflammatory_regeneration_bridge	embryonic_like_plasticity_basin	tumor_plasticity_basin
senescence_basin	0.5476481690071983	0.19736189722886716	0.12555690482394827	0.1294330306388116
inflammatory_regeneration_bridge	0.2945140094889739	0.339742446244927	0.1553950840673053	0.20981427164401134
embryonic_like_plasticity_basin	0.3066030234531153	0.2656280407763534	0.21605869680723513	0.21171023789536622
tumor_plasticity_basin	0.22161188803700405	0.23179663260194375	0.14540518170944491	0.40118629576119136
