embedding_1	embedding_2	Plasticity_resource_score	color_scale_vmin_2pct	color_scale_vmax_98pct
0.012036814347779751	-0.0067969229637053034	0.04430937402311664	-1.989078352916541	1.864337490510153
0.012047925398448667	0.002767367183950485	0.5239790698965426	-1.989078352916541	1.864337490510153
0.017126775748338017	-0.0013166077987103472	0.6688598996921413	-1.989078352916541	1.864337490510153
-0.02810253713766927	0.003331723500384294	0.5117464035670902	-1.989078352916541	1.864337490510153
0.016182839770314223	0.0004120686593066437	-0.8376498091915494	-1.989078352916541	1.864337490510153
-0.02799638102391263	-0.0019627597465727807	0.8157958834559803	-1.989078352916541	1.864337490510153
-0.02090612819467723	-0.00032698386843410776	0.19318369947182035	-1.989078352916541	1.864337490510153
0.004264197284957859	-0.013108997248349921	-1.0557759986352877	-1.989078352916541	1.864337490510153
-0.027681777600351388	0.0026404182043720803	0.866555639074762	-1.989078352916541	1.864337490510153
-0.011314550868531554	0.011145301240564565	0.11714479282962802	-1.989078352916541	1.864337490510153
0.018178576729899355	0.003197583679218866	0.5674489739471223	-1.989078352916541	1.864337490510153
-0.010559949752017643	-0.001170565806529595	-1.0177361415322677	-1.989078352916541	1.864337490510153
0.014277699301346494	-0.0014484250426795371	0.42139777497884995	-1.989078352916541	1.864337490510153
0.015553161461995754	0.001137656355523696	0.607847748177003	-1.989078352916541	1.864337490510153
-0.026455013141557272	-0.0006464861942269873	-1.8016784815221885	-1.989078352916541	1.864337490510153
0.005987764097551884	-0.014986646479507496	-0.6459484505795984	-1.989078352916541	1.864337490510153
0.0027886848602810222	0.01661292564992725	2.012125564049825	-1.989078352916541	1.864337490510153
-0.031186837670666583	-0.00025164115183552206	0.16508699689282108	-1.989078352916541	1.864337490510153
-0.02458679714798648	-0.030512927385954278	-3.999764248080472	-1.989078352916541	1.864337490510153
-0.024194157115842364	-0.029971890654658644	-4.020915496020795	-1.989078352916541	1.864337490510153
-0.026264049605531355	0.0011919404883029424	-1.6635086182768248	-1.989078352916541	1.864337490510153
0.00037032414971446847	-0.018170634849413524	0.5133307436876409	-1.989078352916541	1.864337490510153
0.017876804428620545	-0.003240076860274743	0.6736130711690785	-1.989078352916541	1.864337490510153
-0.03174386738486016	-0.0016702725800405284	-0.6804100204451695	-1.989078352916541	1.864337490510153
0.017186210559993465	0.0013902714374806541	0.5932223356726619	-1.989078352916541	1.864337490510153
0.005048397534524002	-0.015486528848483078	-0.8121622477479953	-1.989078352916541	1.864337490510153
0.002285577068232255	-0.01392290096595361	1.0619174853953726	-1.989078352916541	1.864337490510153
0.006624821433584476	0.014562881804066036	0.4330761569660834	-1.989078352916541	1.864337490510153
-0.027609707433770267	-0.000923861172753212	0.9185522101105523	-1.989078352916541	1.864337490510153
0.00025380956719698715	0.020626724651250962	-0.18743520472834205	-1.989078352916541	1.864337490510153
-0.03497475558628153	-0.0005237680554522825	-1.4582863423791979	-1.989078352916541	1.864337490510153
0.0030763823976277306	-0.01615364879224128	-1.058649820642322	-1.989078352916541	1.864337490510153
-0.02775269453625472	-0.0009501724360928159	-0.4437147277236443	-1.989078352916541	1.864337490510153
