dominant_fate_state	velocity_self_transition
senescence_basin	0.11024827
embryonic_like_plasticity_basin	0.11578342
senescence_basin	0.21244758
senescence_basin	0.082612455
inflammatory_regeneration_bridge	0.17471229
tumor_plasticity_basin	0.28678805
senescence_basin	0.16330765
inflammatory_regeneration_bridge	0.0
tumor_plasticity_basin	0.09480366
inflammatory_regeneration_bridge	0.10962546
tumor_plasticity_basin	0.22970653
inflammatory_regeneration_bridge	0.14578065
senescence_basin	0.14029568
tumor_plasticity_basin	0.1204322
tumor_plasticity_basin	0.2547615
tumor_plasticity_basin	0.15983872
inflammatory_regeneration_bridge	0.08123624
tumor_plasticity_basin	0.22430201
tumor_plasticity_basin	0.25120807
senescence_basin	0.087247044
embryonic_like_plasticity_basin	0.16179904
tumor_plasticity_basin	0.11734316
embryonic_like_plasticity_basin	0.15892528
senescence_basin	0.13296154
inflammatory_regeneration_bridge	0.14310038
embryonic_like_plasticity_basin	0.29486477
embryonic_like_plasticity_basin	0.18026209
tumor_plasticity_basin	0.22615767
senescence_basin	0.04580477
inflammatory_regeneration_bridge	0.139269
inflammatory_regeneration_bridge	0.060892135
senescence_basin	0.24610384
tumor_plasticity_basin	0.241257
senescence_basin	0.17477521
tumor_plasticity_basin	0.21243098
tumor_plasticity_basin	0.21210714
tumor_plasticity_basin	0.05599913
tumor_plasticity_basin	0.13181412
tumor_plasticity_basin	0.14889878
senescence_basin	0.10278666
tumor_plasticity_basin	0.16864875
inflammatory_regeneration_bridge	0.0
embryonic_like_plasticity_basin	0.13122389
tumor_plasticity_basin	0.11090356
tumor_plasticity_basin	0.15237229
tumor_plasticity_basin	0.18222205
inflammatory_regeneration_bridge	0.0
embryonic_like_plasticity_basin	0.1264224
senescence_basin	0.14832479
inflammatory_regeneration_bridge	0.17975278
tumor_plasticity_basin	0.15309954
inflammatory_regeneration_bridge	0.14487234
tumor_plasticity_basin	0.08612326
senescence_basin	0.12859833
tumor_plasticity_basin	0.17127188
senescence_basin	0.1868869
tumor_plasticity_basin	0.0675745
inflammatory_regeneration_bridge	0.15803869
tumor_plasticity_basin	0.20317508
senescence_basin	0.13725168
tumor_plasticity_basin	0.15670712
inflammatory_regeneration_bridge	0.21232611
embryonic_like_plasticity_basin	0.13163084
senescence_basin	0.15744604
senescence_basin	0.122494936
tumor_plasticity_basin	0.10898253
senescence_basin	0.074050665
tumor_plasticity_basin	0.1373713
inflammatory_regeneration_bridge	0.18281358
senescence_basin	0.19080873
senescence_basin	0.074178934
senescence_basin	0.2035373
inflammatory_regeneration_bridge	0.10859999
inflammatory_regeneration_bridge	0.17905977
tumor_plasticity_basin	0.0918718
tumor_plasticity_basin	0.06426352
senescence_basin	0.17481369
embryonic_like_plasticity_basin	0.25649554
tumor_plasticity_basin	0.13819662
tumor_plasticity_basin	0.21388812
tumor_plasticity_basin	0.2284505
tumor_plasticity_basin	0.14006183
tumor_plasticity_basin	0.10998124
tumor_plasticity_basin	0.12264258
senescence_basin	0.08244577
senescence_basin	0.17388892
tumor_plasticity_basin	0.20338403
inflammatory_regeneration_bridge	0.15328452
senescence_basin	0.13262156
senescence_basin	0.11402401
senescence_basin	0.29259613
tumor_plasticity_basin	0.1497787
senescence_basin	0.193699
senescence_basin	0.17359298
embryonic_like_plasticity_basin	0.10751405
senescence_basin	0.1379281
inflammatory_regeneration_bridge	0.14709428
senescence_basin	0.13412005
senescence_basin	0.2329234
senescence_basin	0.17962283
senescence_basin	0.20713061
senescence_basin	0.11144245
embryonic_like_plasticity_basin	0.1407781
tumor_plasticity_basin	0.100063115
embryonic_like_plasticity_basin	0.14687178
inflammatory_regeneration_bridge	0.07481718
inflammatory_regeneration_bridge	0.19557458
embryonic_like_plasticity_basin	0.13771465
senescence_basin	0.20335282
senescence_basin	0.12622789
inflammatory_regeneration_bridge	0.26329482
inflammatory_regeneration_bridge	0.18887524
embryonic_like_plasticity_basin	0.11676967
embryonic_like_plasticity_basin	0.16347528
senescence_basin	0.14925998
tumor_plasticity_basin	0.13931865
inflammatory_regeneration_bridge	0.15142956
senescence_basin	0.23996931
inflammatory_regeneration_bridge	0.16038239
senescence_basin	0.095630676
senescence_basin	0.23363225
senescence_basin	0.14968842
inflammatory_regeneration_bridge	0.0
embryonic_like_plasticity_basin	0.12364769
inflammatory_regeneration_bridge	0.0
inflammatory_regeneration_bridge	0.15833186
tumor_plasticity_basin	0.06878108
senescence_basin	0.10563332
tumor_plasticity_basin	0.16788799
embryonic_like_plasticity_basin	0.07414502
tumor_plasticity_basin	0.0874525
senescence_basin	0.24177463
inflammatory_regeneration_bridge	0.17524745
senescence_basin	0.16707239
senescence_basin	0.18296929
inflammatory_regeneration_bridge	0.1139971
tumor_plasticity_basin	0.07943818
tumor_plasticity_basin	0.25603965
senescence_basin	0.1406689
senescence_basin	0.14639854
embryonic_like_plasticity_basin	0.15183732
tumor_plasticity_basin	0.15689442
tumor_plasticity_basin	0.1718636
senescence_basin	0.121184975
senescence_basin	0.15257348
embryonic_like_plasticity_basin	0.083218545
tumor_plasticity_basin	0.2573781
senescence_basin	0.23065545
senescence_basin	0.15789598
inflammatory_regeneration_bridge	0.17359509
embryonic_like_plasticity_basin	0.1437377
tumor_plasticity_basin	0.22699974
senescence_basin	0.1740708
tumor_plasticity_basin	0.17659351
senescence_basin	0.2666917
embryonic_like_plasticity_basin	0.1627685
tumor_plasticity_basin	0.06047666
inflammatory_regeneration_bridge	0.1270912
tumor_plasticity_basin	0.09991127
tumor_plasticity_basin	0.23634301
senescence_basin	0.21417333
tumor_plasticity_basin	0.15352286
inflammatory_regeneration_bridge	0.20252052
tumor_plasticity_basin	0.13666919
tumor_plasticity_basin	0.14690068
senescence_basin	0.12332699
tumor_plasticity_basin	0.17681862
inflammatory_regeneration_bridge	0.15798931
senescence_basin	0.21122639
senescence_basin	0.1362254
tumor_plasticity_basin	0.101999015
senescence_basin	0.15574758
inflammatory_regeneration_bridge	0.16809402
embryonic_like_plasticity_basin	0.24567293
senescence_basin	0.20457497
tumor_plasticity_basin	0.0
tumor_plasticity_basin	0.2382164
senescence_basin	0.17791584
embryonic_like_plasticity_basin	0.12852708
embryonic_like_plasticity_basin	0.17740637
senescence_basin	0.10859278
senescence_basin	0.12478107
inflammatory_regeneration_bridge	0.07064855
inflammatory_regeneration_bridge	0.12822604
senescence_basin	0.23471521
senescence_basin	0.09214312
tumor_plasticity_basin	0.12762073
senescence_basin	0.1691409
senescence_basin	0.14044741
embryonic_like_plasticity_basin	0.030959576
senescence_basin	0.143213
inflammatory_regeneration_bridge	0.20636831
inflammatory_regeneration_bridge	0.14693296
tumor_plasticity_basin	0.1479727
embryonic_like_plasticity_basin	0.19369282
senescence_basin	0.08235699
tumor_plasticity_basin	0.11314663
tumor_plasticity_basin	0.11532366
tumor_plasticity_basin	0.047811717
inflammatory_regeneration_bridge	0.0
tumor_plasticity_basin	0.14091897
senescence_basin	0.17281643
tumor_plasticity_basin	0.09928766
inflammatory_regeneration_bridge	0.1800884
senescence_basin	0.107593
senescence_basin	0.033058077
tumor_plasticity_basin	0.21038824
senescence_basin	0.2669566
inflammatory_regeneration_bridge	0.031023234
senescence_basin	0.20585278
senescence_basin	0.2032187
senescence_basin	0.1676596
senescence_basin	0.05508414
tumor_plasticity_basin	0.21887095
inflammatory_regeneration_bridge	0.06580898
senescence_basin	0.11776239
tumor_plasticity_basin	0.1633337
inflammatory_regeneration_bridge	0.16714865
tumor_plasticity_basin	0.18998234
senescence_basin	0.1814519
inflammatory_regeneration_bridge	0.07097083
tumor_plasticity_basin	0.12547234
senescence_basin	0.07114467
inflammatory_regeneration_bridge	0.12448138
tumor_plasticity_basin	0.11135489
senescence_basin	0.23640262
inflammatory_regeneration_bridge	0.16439445
inflammatory_regeneration_bridge	0.18446381
embryonic_like_plasticity_basin	0.1126045
tumor_plasticity_basin	0.081762284
tumor_plasticity_basin	0.16085777
inflammatory_regeneration_bridge	0.04755032
tumor_plasticity_basin	0.19283195
inflammatory_regeneration_bridge	0.12835851
embryonic_like_plasticity_basin	0.061665714
inflammatory_regeneration_bridge	0.10106382
tumor_plasticity_basin	0.18477188
senescence_basin	0.19509281
inflammatory_regeneration_bridge	0.232536
embryonic_like_plasticity_basin	0.15895042
embryonic_like_plasticity_basin	0.13551047
inflammatory_regeneration_bridge	0.1972008
tumor_plasticity_basin	0.23998919
tumor_plasticity_basin	0.16905881
tumor_plasticity_basin	0.15840213
tumor_plasticity_basin	0.24986957
embryonic_like_plasticity_basin	0.17716761
tumor_plasticity_basin	0.13094795
inflammatory_regeneration_bridge	0.08345249
senescence_basin	0.1000306
inflammatory_regeneration_bridge	0.16685478
tumor_plasticity_basin	0.18736276
embryonic_like_plasticity_basin	0.19352221
inflammatory_regeneration_bridge	0.10513967
inflammatory_regeneration_bridge	0.14663148
senescence_basin	0.1821185
tumor_plasticity_basin	0.25412
senescence_basin	0.07358247
embryonic_like_plasticity_basin	0.08509666
embryonic_like_plasticity_basin	0.05273938
inflammatory_regeneration_bridge	0.17052573
inflammatory_regeneration_bridge	0.17784175
senescence_basin	0.1368624
tumor_plasticity_basin	0.21162267
embryonic_like_plasticity_basin	0.12607801
embryonic_like_plasticity_basin	0.26349726
tumor_plasticity_basin	0.09954205
inflammatory_regeneration_bridge	0.07073656
inflammatory_regeneration_bridge	0.21696573
senescence_basin	0.14683747
senescence_basin	0.24380311
inflammatory_regeneration_bridge	0.0
tumor_plasticity_basin	0.10744125
tumor_plasticity_basin	0.13416752
tumor_plasticity_basin	0.1679571
senescence_basin	0.18243259
embryonic_like_plasticity_basin	0.1453914
inflammatory_regeneration_bridge	0.1265704
inflammatory_regeneration_bridge	0.14557207
tumor_plasticity_basin	0.17404808
inflammatory_regeneration_bridge	0.03942257
senescence_basin	0.16128384
tumor_plasticity_basin	0.17359605
tumor_plasticity_basin	0.120001316
tumor_plasticity_basin	0.12194297
tumor_plasticity_basin	0.16825183
embryonic_like_plasticity_basin	0.17326641
tumor_plasticity_basin	0.30596548
embryonic_like_plasticity_basin	0.10974622
tumor_plasticity_basin	0.13922814
senescence_basin	0.15496337
embryonic_like_plasticity_basin	0.15447034
inflammatory_regeneration_bridge	0.2082588
inflammatory_regeneration_bridge	0.1704405
embryonic_like_plasticity_basin	0.13636252
embryonic_like_plasticity_basin	0.06644744
inflammatory_regeneration_bridge	0.17266396
senescence_basin	0.15524942
embryonic_like_plasticity_basin	0.17207097
senescence_basin	0.09516981
senescence_basin	0.13454342
senescence_basin	0.31306022
tumor_plasticity_basin	0.14587879
embryonic_like_plasticity_basin	0.11900619
inflammatory_regeneration_bridge	0.1117506
tumor_plasticity_basin	0.11732951
tumor_plasticity_basin	0.09579605
tumor_plasticity_basin	0.13927805
embryonic_like_plasticity_basin	0.19901101
senescence_basin	0.10342634
embryonic_like_plasticity_basin	0.16919155
inflammatory_regeneration_bridge	0.08671385
inflammatory_regeneration_bridge	0.07268369
inflammatory_regeneration_bridge	0.18590131
inflammatory_regeneration_bridge	0.28681603
embryonic_like_plasticity_basin	0.10400134
senescence_basin	0.21003681
embryonic_like_plasticity_basin	0.14845288
tumor_plasticity_basin	0.17488834
senescence_basin	0.14607885
senescence_basin	0.19676174
inflammatory_regeneration_bridge	0.12283912
tumor_plasticity_basin	0.1961709
senescence_basin	0.13221815
inflammatory_regeneration_bridge	0.062444
embryonic_like_plasticity_basin	0.19586034
senescence_basin	0.23908313
inflammatory_regeneration_bridge	0.0
tumor_plasticity_basin	0.13036218
inflammatory_regeneration_bridge	0.15208192
inflammatory_regeneration_bridge	0.21334429
inflammatory_regeneration_bridge	0.20733643
senescence_basin	0.17896637
senescence_basin	0.10860753
senescence_basin	0.11949068
senescence_basin	0.16349821
embryonic_like_plasticity_basin	0.19020408
inflammatory_regeneration_bridge	0.13558632
inflammatory_regeneration_bridge	0.03871119
tumor_plasticity_basin	0.16814178
senescence_basin	0.118852794
tumor_plasticity_basin	0.21487366
senescence_basin	0.1623163
tumor_plasticity_basin	0.13241133
inflammatory_regeneration_bridge	0.07966936
embryonic_like_plasticity_basin	0.110559285
tumor_plasticity_basin	0.16082714
senescence_basin	0.113719374
tumor_plasticity_basin	0.28921816
embryonic_like_plasticity_basin	0.16924118
embryonic_like_plasticity_basin	0.1942272
senescence_basin	0.13545457
embryonic_like_plasticity_basin	0.21065944
senescence_basin	0.3169644
embryonic_like_plasticity_basin	0.17251082
inflammatory_regeneration_bridge	0.08164778
senescence_basin	0.15721689
senescence_basin	0.067442685
tumor_plasticity_basin	0.090180874
senescence_basin	0.15304345
inflammatory_regeneration_bridge	0.17932963
inflammatory_regeneration_bridge	0.15668653
senescence_basin	0.13358775
inflammatory_regeneration_bridge	0.1841111
senescence_basin	0.12675753
embryonic_like_plasticity_basin	0.17277639
senescence_basin	0.13274604
inflammatory_regeneration_bridge	0.17050482
senescence_basin	0.034024864
inflammatory_regeneration_bridge	0.11336097
tumor_plasticity_basin	0.15965098
inflammatory_regeneration_bridge	0.23198073
embryonic_like_plasticity_basin	0.1515022
tumor_plasticity_basin	0.19430302
inflammatory_regeneration_bridge	0.13968214
tumor_plasticity_basin	0.1728681
tumor_plasticity_basin	0.19888018
inflammatory_regeneration_bridge	0.16881487
embryonic_like_plasticity_basin	0.15034232
inflammatory_regeneration_bridge	0.12494561
embryonic_like_plasticity_basin	0.16253181
tumor_plasticity_basin	0.059757918
embryonic_like_plasticity_basin	0.14878052
embryonic_like_plasticity_basin	0.09261572
inflammatory_regeneration_bridge	0.24727502
embryonic_like_plasticity_basin	0.12302038
tumor_plasticity_basin	0.07423863
senescence_basin	0.164314
inflammatory_regeneration_bridge	0.1277836
tumor_plasticity_basin	0.20283546
senescence_basin	0.12158963
embryonic_like_plasticity_basin	0.1885382
senescence_basin	0.08204001
senescence_basin	0.10827935
inflammatory_regeneration_bridge	0.15468173
inflammatory_regeneration_bridge	0.10518196
embryonic_like_plasticity_basin	0.0993174
inflammatory_regeneration_bridge	0.05536893
tumor_plasticity_basin	0.19818524
embryonic_like_plasticity_basin	0.2307001
senescence_basin	0.12887415
senescence_basin	0.1893284
tumor_plasticity_basin	0.10484454
senescence_basin	0.14144829
embryonic_like_plasticity_basin	0.15897101
senescence_basin	0.21665435
tumor_plasticity_basin	0.27115667
senescence_basin	0.06324786
tumor_plasticity_basin	0.26480997
senescence_basin	0.18788616
tumor_plasticity_basin	0.12237054
tumor_plasticity_basin	0.099267125
inflammatory_regeneration_bridge	0.17358938
embryonic_like_plasticity_basin	0.21413442
embryonic_like_plasticity_basin	0.12539601
inflammatory_regeneration_bridge	0.17334569
inflammatory_regeneration_bridge	0.2219688
senescence_basin	0.11142182
inflammatory_regeneration_bridge	0.11489478
tumor_plasticity_basin	0.08328462
senescence_basin	0.1561497
senescence_basin	0.16619456
senescence_basin	0.1518163
inflammatory_regeneration_bridge	0.10257211
senescence_basin	0.11031321
tumor_plasticity_basin	0.14461723
inflammatory_regeneration_bridge	2.9742718e-05
tumor_plasticity_basin	0.051297754
embryonic_like_plasticity_basin	0.10917479
tumor_plasticity_basin	0.112457156
senescence_basin	0.17407908
inflammatory_regeneration_bridge	0.14334947
senescence_basin	0.09181622
embryonic_like_plasticity_basin	0.103835136
senescence_basin	0.1915481
senescence_basin	0.121365696
senescence_basin	0.16972233
senescence_basin	0.11092085
senescence_basin	0.10129923
inflammatory_regeneration_bridge	0.17202826
embryonic_like_plasticity_basin	0.13047478
senescence_basin	0.19314685
tumor_plasticity_basin	0.05108455
inflammatory_regeneration_bridge	0.18675074
senescence_basin	0.16278572
tumor_plasticity_basin	0.16087855
senescence_basin	0.06347808
senescence_basin	0.13294294
inflammatory_regeneration_bridge	0.19950075
senescence_basin	0.036345065
senescence_basin	0.12093857
embryonic_like_plasticity_basin	0.1516121
senescence_basin	0.16562286
embryonic_like_plasticity_basin	0.06580296
senescence_basin	0.13953191
inflammatory_regeneration_bridge	0.11947563
inflammatory_regeneration_bridge	0.14102894
inflammatory_regeneration_bridge	0.15036842
senescence_basin	0.20098247
senescence_basin	0.15089214
inflammatory_regeneration_bridge	0.23388357
senescence_basin	0.19268985
tumor_plasticity_basin	0.13802981
inflammatory_regeneration_bridge	0.2276006
senescence_basin	0.12806025
senescence_basin	0.10656604
tumor_plasticity_basin	0.2194416
tumor_plasticity_basin	0.14151925
tumor_plasticity_basin	0.07555145
tumor_plasticity_basin	0.17437725
senescence_basin	0.17205879
tumor_plasticity_basin	0.1642915
senescence_basin	0.14883798
tumor_plasticity_basin	0.16650149
senescence_basin	0.13316727
senescence_basin	0.16598624
tumor_plasticity_basin	0.13482752
inflammatory_regeneration_bridge	0.12939388
senescence_basin	0.14635503
embryonic_like_plasticity_basin	0.2924413
inflammatory_regeneration_bridge	0.19902353
senescence_basin	0.18020141
embryonic_like_plasticity_basin	0.19910486
senescence_basin	0.08910209
senescence_basin	0.16188794
tumor_plasticity_basin	0.0032928288
tumor_plasticity_basin	0.09923309
senescence_basin	0.15737511
inflammatory_regeneration_bridge	0.20784616
tumor_plasticity_basin	0.1464602
tumor_plasticity_basin	0.14489633
tumor_plasticity_basin	0.0586527
inflammatory_regeneration_bridge	0.11981225
senescence_basin	0.3075176
senescence_basin	0.22691236
tumor_plasticity_basin	0.15742491
embryonic_like_plasticity_basin	0.08892897
senescence_basin	0.21153751
inflammatory_regeneration_bridge	0.14724576
tumor_plasticity_basin	0.08877832
senescence_basin	0.16987467
embryonic_like_plasticity_basin	0.24039723
embryonic_like_plasticity_basin	0.12475771
senescence_basin	0.19676352
tumor_plasticity_basin	0.1814436
inflammatory_regeneration_bridge	0.15557207
embryonic_like_plasticity_basin	0.19569111
senescence_basin	0.17955394
inflammatory_regeneration_bridge	0.103006184
inflammatory_regeneration_bridge	0.13677478
tumor_plasticity_basin	0.1780723
senescence_basin	0.17724587
senescence_basin	0.23382327
tumor_plasticity_basin	0.104080915
tumor_plasticity_basin	0.07466075
tumor_plasticity_basin	0.10394272
inflammatory_regeneration_bridge	0.1506367
senescence_basin	0.24057941
senescence_basin	0.1144312
tumor_plasticity_basin	0.124317974
embryonic_like_plasticity_basin	0.12964621
senescence_basin	0.17099835
embryonic_like_plasticity_basin	0.13310811
senescence_basin	0.14956239
senescence_basin	0.12306103
embryonic_like_plasticity_basin	0.21736206
tumor_plasticity_basin	0.1468398
senescence_basin	0.10567653
tumor_plasticity_basin	0.11103687
tumor_plasticity_basin	0.14873937
inflammatory_regeneration_bridge	0.20120426
tumor_plasticity_basin	0.16087644
inflammatory_regeneration_bridge	0.045286387
senescence_basin	0.14098743
tumor_plasticity_basin	0.07755259
senescence_basin	0.23751287
tumor_plasticity_basin	0.14507753
inflammatory_regeneration_bridge	0.21160837
tumor_plasticity_basin	0.18538694
tumor_plasticity_basin	0.21404643
senescence_basin	0.21824533
tumor_plasticity_basin	0.09338376
senescence_basin	0.2407318
senescence_basin	0.07021469
inflammatory_regeneration_bridge	0.108973
embryonic_like_plasticity_basin	0.25168192
inflammatory_regeneration_bridge	0.20513019
inflammatory_regeneration_bridge	0.2119684
inflammatory_regeneration_bridge	0.22860457
embryonic_like_plasticity_basin	0.23234005
inflammatory_regeneration_bridge	0.24506581
embryonic_like_plasticity_basin	0.13695759
embryonic_like_plasticity_basin	0.10897741
senescence_basin	0.22489935
tumor_plasticity_basin	0.18309413
senescence_basin	0.14278188
tumor_plasticity_basin	0.07187092
senescence_basin	0.061022013
senescence_basin	0.23351313
senescence_basin	0.15444417
tumor_plasticity_basin	0.18288487
tumor_plasticity_basin	0.15822542
embryonic_like_plasticity_basin	0.105415225
senescence_basin	0.18535428
inflammatory_regeneration_bridge	0.1207608
senescence_basin	0.20680916
senescence_basin	0.16052517
inflammatory_regeneration_bridge	0.19399796
tumor_plasticity_basin	0.20481767
inflammatory_regeneration_bridge	0.17239143
inflammatory_regeneration_bridge	0.165942
embryonic_like_plasticity_basin	0.11172786
inflammatory_regeneration_bridge	0.23544706
embryonic_like_plasticity_basin	0.17805746
tumor_plasticity_basin	0.1528508
tumor_plasticity_basin	0.13250697
senescence_basin	0.21970303
inflammatory_regeneration_bridge	0.099128485
tumor_plasticity_basin	0.12359619
inflammatory_regeneration_bridge	0.22775109
senescence_basin	0.12812048
inflammatory_regeneration_bridge	0.12988782
inflammatory_regeneration_bridge	0.21735214
tumor_plasticity_basin	0.25438136
senescence_basin	0.14573887
inflammatory_regeneration_bridge	0.07677519
senescence_basin	0.169508
tumor_plasticity_basin	0.11029586
senescence_basin	0.15319695
senescence_basin	0.1881402
tumor_plasticity_basin	0.12941992
embryonic_like_plasticity_basin	0.14320734
embryonic_like_plasticity_basin	0.20810781
tumor_plasticity_basin	0.23787393
senescence_basin	0.18249363
tumor_plasticity_basin	0.24155335
inflammatory_regeneration_bridge	0.15398113
inflammatory_regeneration_bridge	0.16494608
inflammatory_regeneration_bridge	0.22694771
embryonic_like_plasticity_basin	0.16881722
senescence_basin	0.20893028
tumor_plasticity_basin	0.19876735
inflammatory_regeneration_bridge	0.15212484
tumor_plasticity_basin	0.12991485
inflammatory_regeneration_bridge	0.24276489
senescence_basin	0.058622718
embryonic_like_plasticity_basin	0.18957415
senescence_basin	0.12589264
tumor_plasticity_basin	0.13778445
tumor_plasticity_basin	0.091656506
embryonic_like_plasticity_basin	0.15399103
senescence_basin	0.26462162
senescence_basin	0.18788362
tumor_plasticity_basin	0.12330279
embryonic_like_plasticity_basin	0.19936551
senescence_basin	0.0
tumor_plasticity_basin	0.12306216
embryonic_like_plasticity_basin	0.03568223
tumor_plasticity_basin	0.18739368
tumor_plasticity_basin	0.19896287
embryonic_like_plasticity_basin	0.19185698
senescence_basin	0.17819887
senescence_basin	0.15033582
tumor_plasticity_basin	0.17464998
senescence_basin	0.17724521
tumor_plasticity_basin	0.18109022
embryonic_like_plasticity_basin	0.057587802
tumor_plasticity_basin	0.16587684
embryonic_like_plasticity_basin	0.20741971
inflammatory_regeneration_bridge	0.29539102
embryonic_like_plasticity_basin	0.23094895
embryonic_like_plasticity_basin	0.14222252
inflammatory_regeneration_bridge	0.060274363
inflammatory_regeneration_bridge	0.25536796
senescence_basin	0.20337912
inflammatory_regeneration_bridge	0.12404075
inflammatory_regeneration_bridge	0.00037959218
embryonic_like_plasticity_basin	0.06567487
senescence_basin	0.03100577
senescence_basin	0.11328754
inflammatory_regeneration_bridge	0.32246011
senescence_basin	0.19148567
inflammatory_regeneration_bridge	0.1914862
embryonic_like_plasticity_basin	0.16862838
tumor_plasticity_basin	0.071632355
senescence_basin	0.0877687
inflammatory_regeneration_bridge	0.1881342
inflammatory_regeneration_bridge	0.20690973
senescence_basin	0.07322922
senescence_basin	0.09790373
senescence_basin	0.16283591
tumor_plasticity_basin	0.17940782
tumor_plasticity_basin	0.16182022
tumor_plasticity_basin	0.075214595
embryonic_like_plasticity_basin	0.23634534
embryonic_like_plasticity_basin	0.25839418
inflammatory_regeneration_bridge	0.28916374
tumor_plasticity_basin	0.13718987
inflammatory_regeneration_bridge	0.26062936
tumor_plasticity_basin	0.12953028
embryonic_like_plasticity_basin	0.13775647
inflammatory_regeneration_bridge	0.236023
embryonic_like_plasticity_basin	0.08517668
inflammatory_regeneration_bridge	0.16271627
inflammatory_regeneration_bridge	0.15689564
tumor_plasticity_basin	0.21695903
senescence_basin	0.19648056
senescence_basin	0.15224
senescence_basin	0.16262862
inflammatory_regeneration_bridge	0.107284546
tumor_plasticity_basin	0.0987733
senescence_basin	0.10803935
tumor_plasticity_basin	0.11605358
tumor_plasticity_basin	0.072327435
senescence_basin	0.13897407
tumor_plasticity_basin	0.1431607
tumor_plasticity_basin	0.20848803
tumor_plasticity_basin	0.22260907
tumor_plasticity_basin	0.1598442
inflammatory_regeneration_bridge	0.12640324
senescence_basin	0.10458624
senescence_basin	0.0903801
inflammatory_regeneration_bridge	0.12399477
inflammatory_regeneration_bridge	0.109938085
inflammatory_regeneration_bridge	0.21834859
tumor_plasticity_basin	0.14598304
senescence_basin	0.20483787
inflammatory_regeneration_bridge	0.09884116
embryonic_like_plasticity_basin	0.14514813
inflammatory_regeneration_bridge	0.15693185
tumor_plasticity_basin	0.245036
embryonic_like_plasticity_basin	0.18614078
senescence_basin	0.122107744
embryonic_like_plasticity_basin	0.19909689
senescence_basin	0.18118896
inflammatory_regeneration_bridge	0.1512824
inflammatory_regeneration_bridge	0.17513616
tumor_plasticity_basin	0.13492167
tumor_plasticity_basin	0.17083956
embryonic_like_plasticity_basin	0.09928745
embryonic_like_plasticity_basin	0.12790605
tumor_plasticity_basin	0.24371439
embryonic_like_plasticity_basin	0.064637095
senescence_basin	0.21054757
senescence_basin	0.15885462
senescence_basin	0.047940552
inflammatory_regeneration_bridge	0.25342715
embryonic_like_plasticity_basin	0.12419349
embryonic_like_plasticity_basin	0.154873
tumor_plasticity_basin	0.14751375
senescence_basin	0.12532091
senescence_basin	0.21956958
senescence_basin	0.12124586
embryonic_like_plasticity_basin	0.19631544
senescence_basin	0.18260719
embryonic_like_plasticity_basin	0.15408786
tumor_plasticity_basin	0.13208851
tumor_plasticity_basin	0.15401295
embryonic_like_plasticity_basin	0.12631342
tumor_plasticity_basin	0.21878578
tumor_plasticity_basin	0.21179274
inflammatory_regeneration_bridge	0.13967866
senescence_basin	0.17453125
tumor_plasticity_basin	0.090467244
embryonic_like_plasticity_basin	0.17600724
tumor_plasticity_basin	0.24102606
senescence_basin	0.23427112
senescence_basin	0.23191628
embryonic_like_plasticity_basin	0.1905519
embryonic_like_plasticity_basin	0.10058969
senescence_basin	0.17117718
inflammatory_regeneration_bridge	0.1987277
inflammatory_regeneration_bridge	0.053777903
inflammatory_regeneration_bridge	0.17943059
tumor_plasticity_basin	0.11786604
embryonic_like_plasticity_basin	0.27876282
inflammatory_regeneration_bridge	0.13150525
embryonic_like_plasticity_basin	0.1261132
tumor_plasticity_basin	0.10283682
embryonic_like_plasticity_basin	0.19010645
inflammatory_regeneration_bridge	0.18246153
senescence_basin	0.17441222
inflammatory_regeneration_bridge	0.07359764
senescence_basin	0.1909493
embryonic_like_plasticity_basin	0.09705791
senescence_basin	0.11362687
senescence_basin	0.12571555
tumor_plasticity_basin	0.15170676
tumor_plasticity_basin	0.19259429
senescence_basin	0.083358765
embryonic_like_plasticity_basin	0.16510747
senescence_basin	0.17531933
senescence_basin	0.19600785
senescence_basin	0.18590254
senescence_basin	0.16128665
senescence_basin	0.11076254
tumor_plasticity_basin	0.16260721
tumor_plasticity_basin	0.18394318
tumor_plasticity_basin	0.2559122
senescence_basin	0.15332538
inflammatory_regeneration_bridge	0.13526899
embryonic_like_plasticity_basin	0.22480012
tumor_plasticity_basin	0.10964635
embryonic_like_plasticity_basin	0.053326845
embryonic_like_plasticity_basin	0.09600723
senescence_basin	0.16527323
senescence_basin	0.19418508
senescence_basin	0.10541651
inflammatory_regeneration_bridge	0.1866244
inflammatory_regeneration_bridge	0.15571932
inflammatory_regeneration_bridge	0.10748008
senescence_basin	0.2065867
tumor_plasticity_basin	0.21739545
tumor_plasticity_basin	0.15630943
tumor_plasticity_basin	0.149133
tumor_plasticity_basin	0.21748576
inflammatory_regeneration_bridge	0.2540143
inflammatory_regeneration_bridge	0.1669268
embryonic_like_plasticity_basin	0.0
senescence_basin	0.15277481
senescence_basin	0.121677846
senescence_basin	0.13351285
senescence_basin	0.08858937
senescence_basin	0.12502044
embryonic_like_plasticity_basin	0.030814618
inflammatory_regeneration_bridge	0.25883418
senescence_basin	0.13249633
inflammatory_regeneration_bridge	0.0943284
inflammatory_regeneration_bridge	0.18902983
senescence_basin	0.18620427
embryonic_like_plasticity_basin	0.113143176
embryonic_like_plasticity_basin	0.13860103
inflammatory_regeneration_bridge	0.0
tumor_plasticity_basin	0.12775224
inflammatory_regeneration_bridge	0.0
embryonic_like_plasticity_basin	0.10367584
