latent_regime	bin_left	bin_right	bin_center	component_density	component_mass	weighted_component_density
adult_repair	-2.5601236861233923	-2.4733186571852093	-2.516721171654301	3.6092799010121775e-08	0.2698309911681841	9.738955730935213e-09
adult_repair	-2.4733186571852093	-2.386513628247026	-2.4299161427161176	5.845550708905207e-08	0.2698309911681841	1.5773107417077732e-08
adult_repair	-2.386513628247026	-2.299708599308843	-2.343111113777934	3.0270838308393514e-08	0.2698309911681841	8.168010304245659e-09
adult_repair	-2.299708599308843	-2.21290357037066	-2.2563060848397516	1.0178175535478485e-06	0.2698309911681841	2.7463871930219223e-07
adult_repair	-2.21290357037066	-2.1260985414324765	-2.169501055901568	3.416065909507843e-07	0.2698309911681841	9.217604502583455e-08
adult_repair	-2.1260985414324765	-2.0392935124942935	-2.0826960269633847	1.0512480072434148e-06	0.2698309911681841	2.83659291758069e-07
adult_repair	-2.0392935124942935	-1.9524884835561105	-1.995890998025202	1.050923773039784e-05	0.2698309911681841	2.8357180332153267e-06
adult_repair	-1.9524884835561105	-1.865683454617927	-1.9090859690870188	1.9998165727015746e-05	0.2698309911681841	5.396124879666268e-06
adult_repair	-1.865683454617927	-1.778878425679744	-1.8222809401488356	1.3671143939972371e-05	0.2698309911681841	3.6888983197256585e-06
adult_repair	-1.778878425679744	-1.692073396741561	-1.7354759112106526	3.622144760615982e-05	0.2698309911681841	9.773669109116552e-06
adult_repair	-1.692073396741561	-1.6052683678033777	-1.6486708822724694	5.4909651449513405e-05	0.2698309911681841	1.481632567532172e-05
adult_repair	-1.6052683678033777	-1.5184633388651947	-1.5618658533342862	7.319583180841764e-05	0.2698309911681841	1.975050384624503e-05
adult_repair	-1.5184633388651947	-1.4316583099270117	-1.4750608243961032	0.00012323954246960434	0.2698309911681841	3.325384789568686e-05
adult_repair	-1.4316583099270117	-1.3448532809888283	-1.38825579545792	0.00024407297672007745	0.2698309911681841	6.585845322574761e-05
adult_repair	-1.3448532809888283	-1.2580482520506453	-1.3014507665197368	0.0004671549555935095	0.2698309911681841	0.0001260528846969257
adult_repair	-1.2580482520506453	-1.1712432231124623	-1.2146457375815538	0.0007679602534553014	0.2698309911681841	0.00020721947636761384
adult_repair	-1.1712432231124623	-1.084438194174279	-1.1278407086433706	0.0011212616413344048	0.2698309911681841	0.00030255114004012736
adult_repair	-1.084438194174279	-0.9976331652360959	-1.0410356797051874	0.0019481065838220979	0.2698309911681841	0.0005256595304139818
adult_repair	-0.9976331652360959	-0.9108281362979129	-0.9542306507670044	0.002781122435475958	0.2698309911681841	0.0007504330233245518
adult_repair	-0.9108281362979129	-0.8240231073597295	-0.8674256218288212	0.0035622281366567247	0.2698309911681841	0.0009611995488812776
adult_repair	-0.8240231073597295	-0.7372180784215461	-0.7806205928906378	0.00543445800959195	0.2698309911681841	0.0014663851911900728
adult_repair	-0.7372180784215461	-0.6504130494833635	-0.6938155639524548	0.007121724852392699	0.2698309911681841	0.0019216620757482117
adult_repair	-0.6504130494833635	-0.5636080205451801	-0.6070105350142718	0.010574085234004035	0.2698309911681841	0.0028532158993881686
adult_repair	-0.5636080205451801	-0.4768029916069967	-0.5202055060760884	0.014099057002601587	0.2698309911681841	0.003804362525548713
adult_repair	-0.4768029916069967	-0.38999796266881415	-0.4334004771379054	0.015987397934182076	0.2698309911681841	0.004313895430780528
adult_repair	-0.38999796266881415	-0.3031929337306307	-0.34659544819972243	0.02169212414870576	0.2698309911681841	0.005853207359588577
adult_repair	-0.3031929337306307	-0.2163879047924473	-0.259790419261539	0.025308687359320358	0.2698309911681841	0.006829068195331104
adult_repair	-0.2163879047924473	-0.12958287585426476	-0.17298539032335603	0.030470602247211067	0.2698309911681841	0.00822191280585646
adult_repair	-0.12958287585426476	-0.04277784691608133	-0.08618036138517304	0.03665986201686146	0.2698309911681841	0.009891966904098591
adult_repair	-0.04277784691608133	0.044027182022102096	0.0006246675530103829	0.03896243076910735	0.2698309911681841	0.010513271312749988
adult_repair	0.044027182022102096	0.13083221096028463	0.08742969649119336	0.04961822781870745	0.2698309911681841	0.013388535592330596
adult_repair	0.13083221096028463	0.21763723989846806	0.17423472542937635	0.058329330805766764	0.2698309911681841	0.01573906114549694
adult_repair	0.21763723989846806	0.3044422688366515	0.2610397543675598	0.06700572942429306	0.2698309911681841	0.018080222384504154
adult_repair	0.3044422688366515	0.391247297774834	0.34784478330574276	0.060553002695155185	0.2698309911681841	0.016339076735443447
adult_repair	0.391247297774834	0.47805232671301745	0.43464981224392574	0.06606111959418565	0.2698309911681841	0.01782533737777906
adult_repair	0.47805232671301745	0.5648573556512009	0.5214548411821092	0.06762927990361911	0.2698309911681841	0.0182484756283841
adult_repair	0.5648573556512009	0.6516623845893834	0.6082598701202921	0.0685229318732011	0.2698309911681841	0.01848961062509581
adult_repair	0.6516623845893834	0.7384674135275668	0.6950648990584751	0.05615148896434216	0.2698309911681841	0.015151411922817796
adult_repair	0.7384674135275668	0.8252724424657503	0.7818699279966586	0.04831412429042756	0.2698309911681841	0.013036648044708906
adult_repair	0.8252724424657503	0.9120774714039328	0.8686749569348415	0.048783659357481024	0.2698309911681841	0.013163343157240165
adult_repair	0.9120774714039328	0.9988825003421162	0.9554799858730245	0.03603016515152209	0.2698309911681841	0.009722055174788571
adult_repair	0.9988825003421162	1.0856875292802997	1.042285014811208	0.03246792332874531	0.2698309911681841	0.008760851932967955
adult_repair	1.0856875292802997	1.1724925582184822	1.129090043749391	0.024271649721940063	0.2698309911681841	0.006549243301758067
