latent_regime	mixture_weight	mean_Stemness	variance_Stemness	mean_Transitional	variance_Transitional	mean_Fate_lock	variance_Fate_lock	mean_Embryonic_module_score	variance_Embryonic_module_score
adult_repair	0.2698309911682328	0.3065951419269826	0.2706899534528958	0.5899384622082408	0.1999921528444771	-0.4341459956040568	0.6574389093948978	0.3063333572929216	0.16679264279535688
embryonic_reactivation	0.3883486488198026	-0.30751383468649685	0.3106030331073057	-0.5632134980230037	0.39690838699724895	0.21449654740008584	0.59444549289434	-0.33433721034030905	0.19607339462614037
salamander_blastema	0.08901198053015827	-1.3297351001966424	1.025069717948487	-0.7584357219871701	1.4555296633790191	0.24098827738897555	1.5742070904280765	-1.4738873128253978	1.0590865753373278
salamander_intact	0.2528083794820056	0.6133343614916872	1.3047769334770885	0.5025521185160586	1.1842431298088167	0.04903222004223259	1.1813268249731341	0.7055731286199626	1.2839912520335026
