tumor_like_quartile	tumor_plasticity_proxy_score	stemness_score	differentiation_score	embryonic_like_score	inflammatory_regeneration_score	local_self_retention
other tumor cells	0.2998061127917368	0.1208456043886201	-0.09016676494274983	-0.01407606533328926	0.11137811589079867	0.7785818960658326
top tumor-like quartile	0.8367764724068949	1.0558057294458079	-0.08412007778644909	0.00295503076281419	0.1460607797622339	0.471737660581474
