tumor_like_quartile	differentiation_score
top tumor-like quartile	0.5740342670016818
top tumor-like quartile	-0.052876080995724495
top tumor-like quartile	-0.20862970234435282
other tumor cells	-0.15637521390561704
other tumor cells	-0.2642627998634621
other tumor cells	-0.11685320477426786
other tumor cells	-0.2637517481674383
other tumor cells	-0.32600673628442084
other tumor cells	-0.22054875191347098
top tumor-like quartile	-0.2625314953886433
other tumor cells	0.18005664260299117
other tumor cells	-0.2262253702422719
other tumor cells	-0.19330323772665894
other tumor cells	-0.01819775722644945
other tumor cells	-0.2705675996380088
other tumor cells	0.3640920850965712
other tumor cells	-0.3140886565785349
other tumor cells	-0.26567998344515575
top tumor-like quartile	-0.08226816153820649
top tumor-like quartile	-0.32719183556827497
other tumor cells	-0.2323393174159674
other tumor cells	-0.28370176715615353
other tumor cells	-0.21828458338607976
other tumor cells	-0.24719683329264322
other tumor cells	-0.031136062410142662
top tumor-like quartile	-0.06561943042425458
other tumor cells	1.0521392233577775
other tumor cells	-0.19323088798993898
other tumor cells	-0.15737860879780333
other tumor cells	0.031689508461657884
top tumor-like quartile	-0.17662847483599628
other tumor cells	-0.18570331290916162
other tumor cells	-0.22897899298020352
other tumor cells	-0.2009055526168258
other tumor cells	-0.2778306183991609
other tumor cells	0.4762365729720504
other tumor cells	-0.09976777912657939
other tumor cells	-0.273469618809076
top tumor-like quartile	-0.16912443843888647
other tumor cells	0.014808656256875857
top tumor-like quartile	-0.37374293951340665
other tumor cells	-0.14833915380784024
other tumor cells	-0.160471851443067
other tumor cells	-0.13651564091811946
other tumor cells	-0.11876187501130281
other tumor cells	-0.35038521849078896
top tumor-like quartile	0.1932734383477105
top tumor-like quartile	-0.15963926580217147
other tumor cells	-0.2994697947561005
other tumor cells	0.02473950091703439
other tumor cells	-0.177992997346101
other tumor cells	0.08035496134816861
top tumor-like quartile	-0.09341755472583535
other tumor cells	-0.29256401532962
top tumor-like quartile	-0.17684602148738907
other tumor cells	-0.24906000678921925
other tumor cells	-0.3910549776053723
other tumor cells	-0.16711977823280993
other tumor cells	-0.09665379112149464
other tumor cells	0.014846021746411753
other tumor cells	-0.17246846210809405
other tumor cells	0.3075189354978962
other tumor cells	-0.22231834317431037
other tumor cells	-0.253912654923804
top tumor-like quartile	-0.4024011117440683
other tumor cells	-0.18100611368815103
other tumor cells	-0.2611225033983772
other tumor cells	0.9278647458111797
top tumor-like quartile	-0.36092546251085067
top tumor-like quartile	-0.17232963185251496
other tumor cells	-0.27166368931899837
other tumor cells	0.10685421802379469
top tumor-like quartile	0.019856685473595148
other tumor cells	-0.12632874647776285
other tumor cells	0.03233191113413114
other tumor cells	-0.3260494750223042
top tumor-like quartile	-0.06281137319258703
other tumor cells	-0.14917505817648802
top tumor-like quartile	-0.3035098417305652
top tumor-like quartile	-0.14476406427077304
other tumor cells	-0.2763738278989439
other tumor cells	-0.19742010846550082
other tumor cells	-0.1820234325197008
top tumor-like quartile	-0.07377103522971824
other tumor cells	-0.21448963659780995
other tumor cells	0.23130261750868808
other tumor cells	-0.19824743859561872
other tumor cells	-0.01650337231012039
other tumor cells	-0.1994728512234158
other tumor cells	-0.24386076279628424
top tumor-like quartile	0.04013426509904272
other tumor cells	-0.258267037662459
other tumor cells	-0.19946364120200827
other tumor cells	-0.25686445353943627
other tumor cells	-0.0017873828793749658
other tumor cells	0.05955427664297597
other tumor cells	-0.20458923592979525
other tumor cells	-0.13195007230028694
top tumor-like quartile	-0.2320228859230324
other tumor cells	-0.12667395008934867
other tumor cells	-0.10966227967062114
other tumor cells	-0.2502192509027175
other tumor cells	0.45483330149709444
other tumor cells	-0.2229472972728588
other tumor cells	-0.20293979880250532
top tumor-like quartile	-0.3957690015251254
other tumor cells	0.1261389402695644
top tumor-like quartile	0.09539107040122702
other tumor cells	-0.3413443153287158
other tumor cells	-0.3139031492633584
other tumor cells	-0.2950408841356819
other tumor cells	-0.27635640273859474
other tumor cells	-0.3362465140260296
other tumor cells	-0.20716149129985292
other tumor cells	-0.2478758258584105
other tumor cells	-0.22888178884247204
other tumor cells	-0.22906206860954378
top tumor-like quartile	-0.06312469199851706
other tumor cells	-0.020471140190407106
other tumor cells	0.013321464444384173
other tumor cells	0.09367629039434738
other tumor cells	-0.03460274802313909
top tumor-like quartile	0.09244981518498174
other tumor cells	-0.3370649314221041
other tumor cells	-0.1616161973388107
other tumor cells	-0.25130643962342064
other tumor cells	-0.18920089580394603
other tumor cells	0.0349299466168439
other tumor cells	-0.11458786475805591
other tumor cells	-0.002006833935961294
other tumor cells	-0.20117498327184608
top tumor-like quartile	0.09092657654373731
other tumor cells	-0.359622343086902
other tumor cells	-0.3260861149540654
other tumor cells	-0.22114504119496287
other tumor cells	-0.2063952036845831
other tumor cells	0.3084654690306864
other tumor cells	-0.014763484766453894
other tumor cells	0.21076168837370696
other tumor cells	-0.2928686495180483
other tumor cells	-0.10347130269180113
other tumor cells	0.2063874668545193
top tumor-like quartile	-0.05612510369147783
top tumor-like quartile	-0.12367613374451064
other tumor cells	-0.10923954734095823
other tumor cells	-0.00047420866695452313
other tumor cells	-0.3855248674934293
other tumor cells	-0.15318352499125917
top tumor-like quartile	0.09539233313666451
other tumor cells	-0.03405154340061142
top tumor-like quartile	0.5942132855639046
top tumor-like quartile	-0.32034570199471935
other tumor cells	0.08941638616868006
other tumor cells	0.06115518381566176
top tumor-like quartile	-0.2633199088367415
other tumor cells	-0.29403740682719665
other tumor cells	-0.23295586197464555
other tumor cells	-0.2092182724564164
other tumor cells	0.1688078185658396
top tumor-like quartile	-0.1269594798853368
other tumor cells	-0.3112429866084346
other tumor cells	-0.00820648817368494
other tumor cells	0.0937917438554175
top tumor-like quartile	-0.10910423008012182
other tumor cells	-0.2494210696514742
top tumor-like quartile	-0.208624592533818
other tumor cells	0.06408540407816571
other tumor cells	-0.208997208395122
other tumor cells	-0.08643393163327817
other tumor cells	0.7092731617115162
other tumor cells	-0.03668885613665168
other tumor cells	-0.28845812950605226
top tumor-like quartile	-0.17089761775216938
other tumor cells	-0.34610552846649545
top tumor-like quartile	0.298294762034475
other tumor cells	-0.2680883760805483
other tumor cells	-0.24895190162423217
top tumor-like quartile	-0.14216516783208025
top tumor-like quartile	-0.2537299821406235
other tumor cells	-0.19687831548996915
other tumor cells	0.040402848043559536
other tumor cells	-0.1469385947710202
other tumor cells	-0.24753652972939574
other tumor cells	-0.3050721250934365
other tumor cells	0.07444965986557944
other tumor cells	-0.06873645311520424
other tumor cells	-0.21995956515088494
other tumor cells	-0.17755166983898776
other tumor cells	0.016168947573061365
other tumor cells	-0.20752202728648245
top tumor-like quartile	-0.1625509688883652
other tumor cells	-0.28024925420313707
other tumor cells	0.5404304928249782
other tumor cells	-0.22948500550823447
other tumor cells	0.46595621109008795
other tumor cells	-0.019089757660288864
other tumor cells	-0.06335226841914798
other tumor cells	-0.23465985427668065
other tumor cells	-0.1688593758477105
other tumor cells	-0.2114410635865765
other tumor cells	-0.38163780871732733
other tumor cells	-0.24730311499701607
other tumor cells	-0.30091928552698205
other tumor cells	0.0383653258099968
other tumor cells	-0.30370780568063993
other tumor cells	1.3528027240140938
top tumor-like quartile	-0.3009842766655816
top tumor-like quartile	0.09265137896125697
other tumor cells	-0.016034138055495306
top tumor-like quartile	-0.10065307734925072
top tumor-like quartile	-0.15700302006285866
other tumor cells	-0.25984544003451315
other tumor cells	-0.16344628510651765
top tumor-like quartile	-0.25204766826865116
top tumor-like quartile	-0.2764437757892373
other tumor cells	-0.32469608165599684
other tumor cells	-0.27260843912760413
other tumor cells	0.02972901308978043
other tumor cells	-0.14241230340651523
other tumor cells	0.04275448528336889
top tumor-like quartile	-0.26147084177276236
other tumor cells	-0.20754192493580007
top tumor-like quartile	-0.12563135152981608
other tumor cells	-0.17718767236780236
top tumor-like quartile	-0.23267538753556616
other tumor cells	-0.2177184776023582
other tumor cells	-0.015523701538274315
other tumor cells	-0.06427382245475866
top tumor-like quartile	-0.3040045749993972
other tumor cells	0.48094627003610874
other tumor cells	-0.2554867988751258
other tumor cells	-0.2544962800579307
other tumor cells	0.05418992336885431
top tumor-like quartile	-0.2048483262827367
other tumor cells	-0.21206440454647865
other tumor cells	-0.08059569052708002
top tumor-like quartile	-0.31036784325116945
other tumor cells	-0.18379842499156057
other tumor cells	0.1678468209725839
top tumor-like quartile	-0.16180345747205946
top tumor-like quartile	-0.3222347777566792
other tumor cells	-0.1967873278959298
other tumor cells	-0.19414148212950907
top tumor-like quartile	-0.24722192905567308
other tumor cells	0.10632310973273382
other tumor cells	0.2019521012718295
top tumor-like quartile	-0.3456401824951172
top tumor-like quartile	0.24933339931346749
other tumor cells	-0.3516097363130546
other tumor cells	-0.21711274135259934
other tumor cells	-0.14025837698100524
other tumor cells	0.0017783847855932788
other tumor cells	-0.1547673425556701
other tumor cells	-0.24015663435429704
top tumor-like quartile	-0.23031606791931905
other tumor cells	0.20323454892193832
top tumor-like quartile	-0.06558131288599084
top tumor-like quartile	-0.1846629057401492
other tumor cells	-0.1413747528452932
other tumor cells	-0.14497150020834842
top tumor-like quartile	-0.330365640145761
top tumor-like quartile	0.056808930856210194
other tumor cells	0.07949090003967285
other tumor cells	-0.21341374479694128
other tumor cells	-0.13770567340615356
other tumor cells	0.028406967351466056
other tumor cells	-0.33932754139841337
other tumor cells	-0.2687451574537489
top tumor-like quartile	-0.042056467798021135
top tumor-like quartile	-0.22654665252308787
other tumor cells	-0.4130316369327498
other tumor cells	-0.26551519794228634
other tumor cells	0.16700419084525403
other tumor cells	-0.202485732090326
other tumor cells	-0.20342551337348092
other tumor cells	-0.21420391694999036
other tumor cells	-0.21234314529984086
other tumor cells	-0.20860186918282214
other tumor cells	-0.019190970762276383
other tumor cells	0.03376901885609568
top tumor-like quartile	-0.20193948421949223
other tumor cells	-0.10225782865359456
other tumor cells	-0.14648468111768181
other tumor cells	-0.14964263821825569
top tumor-like quartile	-0.21472193429499498
other tumor cells	0.058132848621886446
top tumor-like quartile	-0.2933297098418813
other tumor cells	0.09083569197007169
top tumor-like quartile	0.009065919452243387
other tumor cells	-0.02529997001459572
other tumor cells	-0.0012006641905984716
top tumor-like quartile	-0.34388259605125143
other tumor cells	-0.2689972865728684
other tumor cells	-0.1265461062207634
other tumor cells	-0.15386955826370805
other tumor cells	-0.2268370169180411
other tumor cells	0.10112747145287784
top tumor-like quartile	-0.05995122002966613
other tumor cells	-0.19088333035692756
other tumor cells	0.08208151511204093
top tumor-like quartile	-0.1934259806150272
top tumor-like quartile	0.12034366748951103
other tumor cells	-0.001552216800642603
other tumor cells	-0.03981575848143776
other tumor cells	0.0335141847163071
other tumor cells	0.8107036308006004
other tumor cells	-0.24064982378924335
top tumor-like quartile	0.08191370081018517
other tumor cells	0.030779750258834282
other tumor cells	-0.2820265970112365
top tumor-like quartile	-0.04180673316672995
top tumor-like quartile	-0.2855685669698833
other tumor cells	-0.1962731679280599
other tumor cells	-0.25059400958779415
other tumor cells	0.1347641120722264
other tumor cells	-0.30357560993712623
other tumor cells	-0.3900843726264106
other tumor cells	-0.36956346770863474
other tumor cells	-0.279667889630353
other tumor cells	0.05614148540261352
top tumor-like quartile	-0.07721621018868902
other tumor cells	-0.22685183419121635
other tumor cells	-0.1620015862547321
top tumor-like quartile	-0.12892739566755881
top tumor-like quartile	-0.053387238655561275
top tumor-like quartile	0.256257657651548
other tumor cells	-0.24914546071747204
other tumor cells	-0.37968722684883777
other tumor cells	-0.20982893013659817
other tumor cells	-0.2924110977737992
other tumor cells	-0.2950285452383536
other tumor cells	-0.1667250880488643
other tumor cells	-0.03887197412090537
other tumor cells	-0.12487705842948255
other tumor cells	-0.06141328222957659
top tumor-like quartile	-0.02360275056627059
other tumor cells	0.12483875839798536
other tumor cells	-0.22602083653579524
top tumor-like quartile	0.21555261258725766
other tumor cells	-0.22457298673229456
top tumor-like quartile	-0.3149939172061873
top tumor-like quartile	0.9799474786829065
other tumor cells	-0.13811917069517535
other tumor cells	0.37759281087804725
top tumor-like quartile	-0.15521146044319062
other tumor cells	-0.20815631489694852
other tumor cells	-0.15371296729570555
other tumor cells	-0.022976995986184967
other tumor cells	-0.23674258479365595
other tumor cells	1.012906156940225
other tumor cells	-0.3459100134578752
other tumor cells	-0.1459517537811656
other tumor cells	-0.19589455922444662
other tumor cells	-0.20948840953685618
other tumor cells	-0.18775532569414305
other tumor cells	-0.30172305636935765
top tumor-like quartile	-0.3121477291907793
other tumor cells	-0.12776958059381557
other tumor cells	-0.2596297322967906
top tumor-like quartile	-0.12402590998896847
other tumor cells	-0.2354235472502532
other tumor cells	-0.22320563704879195
other tumor cells	0.8728939221229083
top tumor-like quartile	0.15051274240752793
other tumor cells	0.011412493976545923
other tumor cells	-0.19968784002610196
top tumor-like quartile	-0.1363830625275035
other tumor cells	0.21014250649346244
other tumor cells	-0.16807690373173467
top tumor-like quartile	-0.05180347260133719
other tumor cells	1.8533559257601513
other tumor cells	0.33018719708478017
other tumor cells	-0.24526231082869165
other tumor cells	-0.1579996376861761
top tumor-like quartile	-0.21467798874701985
top tumor-like quartile	0.2945174817685728
other tumor cells	-0.24870714729214893
other tumor cells	-0.3136314109519676
top tumor-like quartile	-0.24388000111521027
other tumor cells	-0.031811409526401074
other tumor cells	-0.243907716539171
other tumor cells	-0.3456215799590688
top tumor-like quartile	-0.3299375463415075
other tumor cells	0.0970708470285675
other tumor cells	0.05455971941535856
other tumor cells	-0.030462944949114723
other tumor cells	-0.13629002041286892
other tumor cells	-0.37883264047128185
other tumor cells	-0.3197076350082586
other tumor cells	-0.21558919365023388
top tumor-like quartile	0.17140636915042073
top tumor-like quartile	1.3184403549005956
other tumor cells	-0.09513138253011821
other tumor cells	-0.22870139133783035
other tumor cells	-0.1978885038399402
other tumor cells	-0.15209341637882184
other tumor cells	-0.1598661917227286
other tumor cells	-0.2056014214032962
other tumor cells	0.4983423727530021
other tumor cells	-0.15768260720335406
top tumor-like quartile	-0.34103750446696335
other tumor cells	-0.2481766688970872
other tumor cells	0.5227464393333152
other tumor cells	-0.19527166861074943
other tumor cells	-0.21626573727454668
other tumor cells	-0.2436857576723452
top tumor-like quartile	0.2992196259675203
other tumor cells	-0.17446372832781004
other tumor cells	-0.1598136572190273
top tumor-like quartile	-0.010605685504866236
other tumor cells	-0.13974090858742041
other tumor cells	-0.23143403324080103
top tumor-like quartile	-0.2450240482518702
top tumor-like quartile	0.13549898877555944
other tumor cells	-0.2866876154770086
other tumor cells	-0.2073499420542776
top tumor-like quartile	0.04440642286230012
other tumor cells	-0.33310520501784335
other tumor cells	-0.09079210699340445
other tumor cells	-0.26838081265673225
other tumor cells	-0.18686977433569638
top tumor-like quartile	-0.20297759109073218
other tumor cells	-0.2976431905487437
top tumor-like quartile	0.05700093728524669
other tumor cells	-0.37399395601249036
other tumor cells	-0.24006608091754678
other tumor cells	-0.2624075824831739
other tumor cells	-0.06066040050836258
other tumor cells	-0.25451073823151765
other tumor cells	-0.23598145849910784
other tumor cells	-0.2990959544240693
other tumor cells	-0.2174162217128424
other tumor cells	0.6551471404087397
other tumor cells	-0.2531667403232904
other tumor cells	-0.19659751138569395
other tumor cells	-0.320426493515203
other tumor cells	-0.168454658837966
other tumor cells	-0.22931536921748408
top tumor-like quartile	-0.36447699276017553
other tumor cells	-0.14922897904007523
other tumor cells	-0.29378521295241367
other tumor cells	-0.20421032846709827
other tumor cells	-0.2314483883940143
other tumor cells	0.14591631477261768
other tumor cells	-0.25684224823374807
other tumor cells	-0.2888738137704355
other tumor cells	0.06329452255625784
other tumor cells	-0.04319472960483883
other tumor cells	-0.22000289257661795
top tumor-like quartile	0.04145449473534099
other tumor cells	-0.24579443754973235
top tumor-like quartile	-0.23029378166905157
other tumor cells	-0.2254366933563609
other tumor cells	0.8443306463736074
other tumor cells	0.006092245196118784
other tumor cells	-0.14530019406919126
other tumor cells	-0.1747791266735689
other tumor cells	-0.15850794904025986
top tumor-like quartile	-0.2670749131544137
other tumor cells	-0.2684201134575738
other tumor cells	-0.356466152049877
other tumor cells	-0.19374218693485967
other tumor cells	-0.06421376599205864
other tumor cells	-0.28596225785620416
other tumor cells	1.3057840606312694
other tumor cells	-0.10301733605655623
other tumor cells	-0.06731583748334719
other tumor cells	-0.3290267755955826
top tumor-like quartile	-0.06334698641741718
other tumor cells	-0.14651800084997108
top tumor-like quartile	-0.2230672100443899
other tumor cells	-0.20576093226303288
other tumor cells	-0.20400970364794319
other tumor cells	-0.16636157330171564
other tumor cells	-0.31589993135428723
other tumor cells	-0.21021668704939478
top tumor-like quartile	0.9488160286420657
other tumor cells	-0.03335762023925781
other tumor cells	-0.2345866921507282
top tumor-like quartile	0.10561028821968738
other tumor cells	-0.30819968235345535
other tumor cells	-0.2810230961552373
top tumor-like quartile	-0.2555264366997613
other tumor cells	0.22351250825104885
other tumor cells	-0.19551073768992483
top tumor-like quartile	0.24318224118079673
other tumor cells	0.2598686865818353
other tumor cells	-0.14111701353096667
other tumor cells	-0.17511702172550153
other tumor cells	-0.03595456370600947
other tumor cells	0.07091984042414912
top tumor-like quartile	0.020100829042034363
top tumor-like quartile	-0.2144521312949098
other tumor cells	-0.23408282833334842
other tumor cells	0.03510830431808659
other tumor cells	-0.14534451049051167
other tumor cells	0.009712148595739323
other tumor cells	-0.20093133714463976
other tumor cells	-0.27659538645803194
other tumor cells	-0.3095668510154442
other tumor cells	-0.18574502733018664
other tumor cells	1.3923390706380208
other tumor cells	-0.24352747128333574
other tumor cells	-0.04979684617784286
other tumor cells	-0.2910036157678675
other tumor cells	-0.08382683918799885
top tumor-like quartile	-0.3212044091872227
top tumor-like quartile	0.174606340902823
other tumor cells	-0.020859394544436638
other tumor cells	-0.31521347422658663
top tumor-like quartile	-0.2988516960614993
top tumor-like quartile	1.5773721271091037
other tumor cells	-0.2553047133080753
other tumor cells	-0.37677107916937935
top tumor-like quartile	-0.2111603080490489
other tumor cells	-0.11973196194495683
other tumor cells	-0.010823926807921602
other tumor cells	0.08888556044778706
other tumor cells	-0.26558179031183693
other tumor cells	0.22267713075802648
other tumor cells	-0.26085344656014153
other tumor cells	-0.021085895138022337
other tumor cells	-0.08311577785162277
other tumor cells	0.43855841365861303
top tumor-like quartile	-0.15712263996218456
other tumor cells	-0.24901675000602813
other tumor cells	-0.17246438250129606
top tumor-like quartile	-0.22069441241982543
other tumor cells	-0.1501960636656961
other tumor cells	-0.005891691019505596
other tumor cells	0.1805647802941593
other tumor cells	-0.12816678741831838
other tumor cells	-0.3009636961383584
top tumor-like quartile	0.6575877931382921
other tumor cells	0.021184809413957006
other tumor cells	-0.03371173069800859
other tumor cells	-0.17165402718532236
other tumor cells	-0.040285011868418014
top tumor-like quartile	-0.30864206949869794
other tumor cells	-0.2154997130970896
other tumor cells	0.582661040035295
other tumor cells	-0.06906527943081328
top tumor-like quartile	0.2147271898057726
top tumor-like quartile	0.19918213655919206
other tumor cells	-0.26487950925473813
other tumor cells	0.15223885465551307
other tumor cells	0.0571573457600158
other tumor cells	-0.0886966387430827
top tumor-like quartile	-0.15042569902208117
top tumor-like quartile	0.6020537011417342
top tumor-like quartile	-0.40542352935414255
other tumor cells	-0.27967394134144724
other tumor cells	-0.2326472482563537
other tumor cells	0.18249356305157696
other tumor cells	-0.2110891224425516
other tumor cells	-0.06589810936539264
top tumor-like quartile	-0.29415318995346257
top tumor-like quartile	-0.22373562094606
top tumor-like quartile	-0.23438034528567467
top tumor-like quartile	-0.022807021199921063
other tumor cells	-0.1128091179294351
other tumor cells	-0.2671200081154152
top tumor-like quartile	-0.17075269310562696
other tumor cells	-0.16488142366762515
other tumor cells	-0.11097067373770254
top tumor-like quartile	0.45137212894580986
other tumor cells	-0.16366179784139
other tumor cells	-0.16439667454472295
top tumor-like quartile	-0.11308462825822241
other tumor cells	-0.3062847043261116
top tumor-like quartile	-0.11832767945748787
other tumor cells	-0.09904919288776537
top tumor-like quartile	-0.2945520848403742
other tumor cells	-0.18400568285106142
other tumor cells	-0.1566891140407986
top tumor-like quartile	0.4208202597535687
top tumor-like quartile	0.41428757891242884
other tumor cells	0.0439048696447302
other tumor cells	-0.16452712777220171
other tumor cells	-0.24524363765010126
other tumor cells	-0.05143750891273405
other tumor cells	-0.33111963154357155
other tumor cells	-0.05479934480455184
other tumor cells	0.1475179342576015
other tumor cells	0.4267695450488432
other tumor cells	-0.2195197211371528
top tumor-like quartile	-0.10547204959539724
other tumor cells	-0.17491951400851027
other tumor cells	1.03929399560999
other tumor cells	-0.21532725110466097
other tumor cells	-0.18869303479606722
top tumor-like quartile	-0.11863971198046647
other tumor cells	-0.1847063832812839
other tumor cells	-0.309708442217038
top tumor-like quartile	-0.07755417588316366
top tumor-like quartile	1.0264672408869238
top tumor-like quartile	-0.24529271214096632
other tumor cells	-0.25686916304223334
other tumor cells	-0.23012384956265675
other tumor cells	0.073561833228594
top tumor-like quartile	-0.14367609995382805
other tumor cells	-0.12428183025783962
other tumor cells	-0.10547541394645785
other tumor cells	-0.25836089805320456
top tumor-like quartile	-0.04193810474725415
other tumor cells	-0.2240942731315707
other tumor cells	0.10767781292950665
other tumor cells	0.07019961616139353
top tumor-like quartile	-0.25516762115337227
other tumor cells	-0.2465087984815056
other tumor cells	-0.3642780633620274
top tumor-like quartile	-0.2325410739875134
other tumor cells	-0.053907141273404374
top tumor-like quartile	-0.29364067831157165
other tumor cells	-0.19068833339361496
other tumor cells	-0.3062203960654176
top tumor-like quartile	-0.3310224745008681
other tumor cells	-0.033643593022852775
other tumor cells	-0.17805456820829413
other tumor cells	-0.13527649420279045
other tumor cells	-0.27842926684721014
top tumor-like quartile	-0.2444370999748324
other tumor cells	-0.23898447295765818
top tumor-like quartile	0.7038069418918939
other tumor cells	-0.12798360542014792
other tumor cells	-0.13242851068944106
top tumor-like quartile	-0.34353366898901666
other tumor cells	-0.30849951284903065
other tumor cells	0.11106813984152711
top tumor-like quartile	-0.30820302610044126
top tumor-like quartile	-0.01659322373660993
top tumor-like quartile	0.1681285316561475
top tumor-like quartile	-0.23930242768040408
other tumor cells	-0.3795080302674093
other tumor cells	-0.23128481264467593
other tumor cells	0.16107598646187493
other tumor cells	-0.26138166733729984
other tumor cells	-0.3056934122686033
other tumor cells	-0.25130396713445213
other tumor cells	-0.3139346087420428
other tumor cells	-0.26070907969533663
other tumor cells	0.018721480428436688
other tumor cells	-0.22802282262731483
other tumor cells	-0.030204319659574513
other tumor cells	-0.009136816601694353
other tumor cells	-0.19231249962323976
other tumor cells	-0.23574709009241174
top tumor-like quartile	-0.31398163312747157
other tumor cells	-0.19786222481433255
top tumor-like quartile	-0.03992890575785696
top tumor-like quartile	1.090802416389371
other tumor cells	-0.2133408299198857
other tumor cells	-0.1291131502316322
other tumor cells	0.07049076939806526
other tumor cells	-0.21907641563886476
top tumor-like quartile	-0.06812597204137733
other tumor cells	-0.18936380927945362
other tumor cells	0.01059963968065053
top tumor-like quartile	-0.18566752068790388
top tumor-like quartile	0.230860674822772
top tumor-like quartile	-0.40528624734760804
other tumor cells	-0.2694906540858893
top tumor-like quartile	1.6264086593816311
top tumor-like quartile	0.038986468020780596
top tumor-like quartile	-0.24921704515998747
other tumor cells	-0.34474424668300296
other tumor cells	-0.14427628929232372
top tumor-like quartile	-0.07512305400989672
other tumor cells	0.001206668806664729
top tumor-like quartile	-0.35272501721794225
other tumor cells	0.19565036856097942
other tumor cells	-0.21948267648249498
other tumor cells	-0.3033927399435161
other tumor cells	-0.3003660366858965
top tumor-like quartile	-0.19326732776783132
top tumor-like quartile	0.047690391540527344
other tumor cells	-0.25050161355807454
other tumor cells	0.19213822447223428
other tumor cells	0.48748397827148443
top tumor-like quartile	-0.23395316983446662
top tumor-like quartile	-0.20318768495394862
other tumor cells	-0.21600214640299478
other tumor cells	-0.12080467924659638
other tumor cells	0.4218117278299214
other tumor cells	-0.20692653420530718
top tumor-like quartile	0.1370073659920398
top tumor-like quartile	-0.22436126220373456
top tumor-like quartile	-0.19070622214564573
other tumor cells	-0.03245574162330156
other tumor cells	-0.24667111149540655
other tumor cells	1.080364297937464
other tumor cells	-0.242279029186861
other tumor cells	-0.23164080396110628
other tumor cells	-0.16679257522394628
top tumor-like quartile	-0.08942131054254226
other tumor cells	-0.20278656629868494
other tumor cells	-0.2530767888198664
other tumor cells	-0.26269799691659435
other tumor cells	-0.24738886326919368
other tumor cells	0.06805634792940116
other tumor cells	-0.14763018084161078
other tumor cells	-0.30862450305326483
other tumor cells	-0.1359410109343352
other tumor cells	-0.17592927997494923
top tumor-like quartile	0.059108071857028516
other tumor cells	-0.21469266179167193
other tumor cells	-0.1508152926409686
other tumor cells	-0.15638511563524787
other tumor cells	-0.17350321640203029
other tumor cells	-0.21459819652416087
other tumor cells	-0.2393504955150463
other tumor cells	-0.2285561031765408
other tumor cells	-0.2618218410162278
top tumor-like quartile	-0.32433335575056665
other tumor cells	-0.08886820004310136
other tumor cells	0.013862639297673729
top tumor-like quartile	-0.304920408460829
other tumor cells	-0.3017001917332779
other tumor cells	-0.19823571193365402
other tumor cells	-0.0236383691246127
other tumor cells	-0.22252099307966822
other tumor cells	-0.30996616975760755
other tumor cells	-0.1659994125366211
other tumor cells	-0.18330756970393805
other tumor cells	0.060150676303439676
other tumor cells	-0.23438639699676891
other tumor cells	-0.2554660697042206
other tumor cells	-0.21162363923626182
top tumor-like quartile	0.29651259198600866
other tumor cells	0.10017070358182176
other tumor cells	-0.048507931791705816
other tumor cells	-0.24427404521424093
other tumor cells	-0.3235727239538122
other tumor cells	-0.19241342426818095
other tumor cells	-0.2859519675925926
other tumor cells	0.013098651980176401
other tumor cells	-0.29434131104269146
other tumor cells	-0.03501742563129939
other tumor cells	-0.22357008192274305
top tumor-like quartile	-0.3706779244505329
top tumor-like quartile	-0.2377743191189236
other tumor cells	-0.30072110964928145
other tumor cells	0.029628877286557775
top tumor-like quartile	-0.14509425339875395
top tumor-like quartile	-0.3054861374843268
top tumor-like quartile	1.0027535756429036
other tumor cells	0.5408849716186523
other tumor cells	-0.25536158055434993
other tumor cells	-0.19162964085002004
other tumor cells	-0.3776370154486762
other tumor cells	-0.27269278632269967
other tumor cells	-0.23728867519048996
other tumor cells	-0.1736856272191177
other tumor cells	-0.05098055910181115
other tumor cells	-0.23109699767312886
other tumor cells	-0.40494235945336615
other tumor cells	-0.3627730711006824
other tumor cells	-0.05610450991877802
other tumor cells	-0.1344570466029791
other tumor cells	-0.3286658393012153
top tumor-like quartile	-0.034908041541959034
other tumor cells	0.9589454509593822
other tumor cells	-0.2070492167531708
other tumor cells	-0.23735039322464555
other tumor cells	-0.0849387807610594
top tumor-like quartile	-0.3770761607605734
other tumor cells	-0.020698473777300053
other tumor cells	0.2621312730106306
other tumor cells	-0.30370184815960166
other tumor cells	-0.16313004788057306
top tumor-like quartile	0.023740791980131182
top tumor-like quartile	-0.19665871137454186
other tumor cells	-0.24378272633493683
other tumor cells	0.24414963781097787
other tumor cells	-0.08582079263381016
other tumor cells	-0.24964276066532842
other tumor cells	-0.24124366854443963
other tumor cells	-0.25433069393958574
other tumor cells	0.06026930867889779
other tumor cells	-0.12157749541011859
other tumor cells	-0.2625258174943335
other tumor cells	-0.3277857745135272
top tumor-like quartile	-0.3814775914321711
other tumor cells	-0.06832357983530302
top tumor-like quartile	-0.20151748186276283
top tumor-like quartile	0.08254726433459625
other tumor cells	-0.19944687831548996
top tumor-like quartile	-0.3936716715494792
other tumor cells	-0.2849847770031588
other tumor cells	-0.16729368986906828
other tumor cells	-0.1381182493986907
other tumor cells	-0.036460484987423714
top tumor-like quartile	-0.18288099324261697
other tumor cells	-0.28486904097192084
other tumor cells	-0.38322347476158614
other tumor cells	0.03212806324899933
top tumor-like quartile	-0.1737813831847391
other tumor cells	1.5253450841079523
other tumor cells	0.08705513859972538
