tumor_like_quartile	differentiation_score
top tumor-like quartile	-0.2358107625702281
other tumor cells	-0.27007359634211037
other tumor cells	0.01627065222940327
other tumor cells	-0.22179156173894435
other tumor cells	-0.3094854237120829
other tumor cells	-0.10490664287849708
other tumor cells	-0.27589355280369887
top tumor-like quartile	-0.2352192019238884
top tumor-like quartile	0.16702281692881643
other tumor cells	-0.2731278030960648
other tumor cells	-0.25531992500210987
other tumor cells	-0.1350460523440514
top tumor-like quartile	-0.3626690381838952
top tumor-like quartile	-0.3080238295190128
other tumor cells	-0.26123482504008727
other tumor cells	-0.34868106135615595
other tumor cells	-0.23744481875572676
other tumor cells	-0.325628963517554
top tumor-like quartile	-0.12726417588598934
other tumor cells	-0.26635522754104046
other tumor cells	0.03401992056104872
top tumor-like quartile	0.03339732723471561
other tumor cells	-0.17583168877495658
other tumor cells	0.0006196057354962425
other tumor cells	-0.2874363793267144
other tumor cells	-0.346406701170368
top tumor-like quartile	-0.2557690938313802
other tumor cells	-0.20022561815049914
top tumor-like quartile	-0.058223062091403516
other tumor cells	-0.1997044645709756
other tumor cells	-0.1761711968315972
other tumor cells	-0.1458118697743357
top tumor-like quartile	-0.36333976557225356
other tumor cells	0.735732196289816
top tumor-like quartile	-0.0842193497551812
top tumor-like quartile	-0.25244402002405236
top tumor-like quartile	0.3955483730928397
other tumor cells	-0.1551576308262201
top tumor-like quartile	-0.002386696544694311
other tumor cells	-0.22715683925298996
other tumor cells	-0.20801817340615356
other tumor cells	-0.17775619177170743
other tumor cells	-0.15907471268265336
other tumor cells	-0.22509377091019242
other tumor cells	-0.28020204143759647
other tumor cells	-0.08296023474799263
top tumor-like quartile	1.0168853335910373
other tumor cells	-0.18058929914309654
top tumor-like quartile	-0.22434288484078863
other tumor cells	-0.1740167553042188
top tumor-like quartile	0.278736444167149
top tumor-like quartile	-0.013539744012149746
top tumor-like quartile	-0.18121345985082932
other tumor cells	-0.3232333336347415
other tumor cells	-0.03936413776727371
other tumor cells	0.218061794469386
other tumor cells	-0.03229142412727262
other tumor cells	-0.14755025322054638
other tumor cells	-0.2737551795111762
other tumor cells	-0.32422171698676217
other tumor cells	-0.14335166083441842
other tumor cells	-0.12291029941888502
other tumor cells	-0.19128613413116077
other tumor cells	-0.2944526907838421
other tumor cells	-0.3603328893214096
other tumor cells	0.08122486244013283
other tumor cells	-0.22339538291648584
other tumor cells	-0.2018322179346909
other tumor cells	-0.260261935952269
other tumor cells	1.4040521574609075
other tumor cells	-0.24101820109803
other tumor cells	0.07484194084450052
other tumor cells	-0.22894324785397377
other tumor cells	-0.20566396360044126
top tumor-like quartile	0.21163851537822204
other tumor cells	-0.4074777202841676
other tumor cells	-0.07816225511056407
other tumor cells	-0.21473321796935282
other tumor cells	-0.2138374705373505
top tumor-like quartile	-0.31336000230577254
other tumor cells	-0.2054441608028647
top tumor-like quartile	-0.26545482211642796
top tumor-like quartile	-0.3318226661211179
other tumor cells	-0.1543690275262903
top tumor-like quartile	-0.36253295710057387
other tumor cells	-0.012643119435251482
other tumor cells	-0.21863734869309415
other tumor cells	-0.18898962750846957
top tumor-like quartile	-0.17511980474731068
top tumor-like quartile	0.35830832116397815
other tumor cells	1.1241233966968678
top tumor-like quartile	0.1560244118725812
top tumor-like quartile	-0.3508507528422791
top tumor-like quartile	-0.43449350050937985
other tumor cells	-0.10989862606849199
other tumor cells	-0.30394791968074847
other tumor cells	-0.012705599820172386
other tumor cells	-0.10685855959668572
other tumor cells	-0.05383691817154118
other tumor cells	-0.2119765576021171
top tumor-like quartile	-0.24077509067676686
other tumor cells	-0.15551023130063657
other tumor cells	0.46447550808941873
top tumor-like quartile	0.24532607749656393
other tumor cells	-0.23853179554880402
other tumor cells	0.7000597023669585
top tumor-like quartile	-0.31818057872630934
top tumor-like quartile	-0.3781693070023148
other tumor cells	-0.17226681885895906
other tumor cells	-0.009341643180376225
other tumor cells	-0.15073262909312307
top tumor-like quartile	-0.27400956330475984
other tumor cells	-0.21050427283769774
other tumor cells	0.0758994420369466
other tumor cells	-0.09689344005820191
other tumor cells	-0.21886842044783228
other tumor cells	-0.2999707210211106
other tumor cells	-0.19715984956717783
top tumor-like quartile	-0.08461689654691723
other tumor cells	0.552332677958924
other tumor cells	-0.12222235879780334
other tumor cells	-0.07768531346026761
other tumor cells	-0.17935900040614752
other tumor cells	-0.23498186653043018
top tumor-like quartile	-0.23144958784550795
other tumor cells	-0.23926164632962074
other tumor cells	-0.29139980269067084
other tumor cells	-0.19134804054542823
other tumor cells	-0.16918184727798274
other tumor cells	0.4184654377124927
top tumor-like quartile	0.037641663610199355
other tumor cells	-0.21953243679470485
top tumor-like quartile	-0.04363563620013955
other tumor cells	-0.23015356652530622
other tumor cells	0.07460321614771717
other tumor cells	-0.24142802203143085
other tumor cells	-0.08328270617826489
top tumor-like quartile	-0.362479716171453
other tumor cells	-0.24866181832772713
other tumor cells	-0.3080615055413894
other tumor cells	-0.3646884494357639
other tumor cells	1.2602101078739874
top tumor-like quartile	-0.007396674450532881
other tumor cells	-0.07387255150594832
other tumor cells	-0.24020771921416859
top tumor-like quartile	-0.21857758804603858
top tumor-like quartile	0.00046119277859912877
other tumor cells	-0.20137176984622154
other tumor cells	0.1902663148479697
other tumor cells	1.4351380783834575
other tumor cells	-0.17207360856327011
other tumor cells	-0.24669105623975213
other tumor cells	0.1262802459575512
top tumor-like quartile	-0.13122123259085194
top tumor-like quartile	-0.2294965202425733
other tumor cells	-0.24632764892813602
other tumor cells	-0.1564278308256173
top tumor-like quartile	-0.024393914658346283
other tumor cells	-0.1993448233898775
other tumor cells	-0.2959966541808329
other tumor cells	-0.2264031304253472
other tumor cells	-0.12661028791356965
top tumor-like quartile	0.097133810137525
other tumor cells	-0.08523967089476409
other tumor cells	-0.24986905227472753
other tumor cells	-0.00036933098310304446
other tumor cells	-0.33608212883089794
other tumor cells	-0.12469239882480951
other tumor cells	-0.28700472984784914
other tumor cells	-0.15801038859803
other tumor cells	1.4452803340958962
other tumor cells	-0.1800784593746986
other tumor cells	-0.20940027119200907
other tumor cells	-0.2416806162139516
other tumor cells	-0.05645590063966349
other tumor cells	-0.24322797045295622
other tumor cells	0.5857554718300148
other tumor cells	0.11143765331786357
other tumor cells	-0.09117400793381679
other tumor cells	-0.04452452394697401
top tumor-like quartile	-0.12898146223138882
other tumor cells	0.005265845192803265
top tumor-like quartile	0.005896485882040892
top tumor-like quartile	0.5245657791326075
other tumor cells	-0.2715045787669994
other tumor cells	-0.33302761595926167
other tumor cells	-0.29926484455297025
top tumor-like quartile	-0.0840423195450394
other tumor cells	-0.17937842710518542
other tumor cells	-0.10089328848285439
other tumor cells	-0.2215595480836468
top tumor-like quartile	0.06815506793834547
other tumor cells	-0.2757160751907914
top tumor-like quartile	-0.16274047633747998
other tumor cells	-0.30679504959671583
other tumor cells	0.05875290176014841
other tumor cells	-0.2877859657193408
other tumor cells	-0.06834016905890572
other tumor cells	0.18228059933509355
top tumor-like quartile	-0.015033486448688294
other tumor cells	-0.17868100860972463
other tumor cells	-0.3332843780517578
other tumor cells	-0.17342682826666184
other tumor cells	-0.06796466126854037
other tumor cells	-0.21482507682140964
other tumor cells	-0.17242823706732857
other tumor cells	-0.218925330373976
other tumor cells	-0.1140959115675938
other tumor cells	1.1521014814023618
top tumor-like quartile	0.29942781542554314
other tumor cells	0.6558245906123408
other tumor cells	1.1232164170982273e-05
other tumor cells	-0.14513007505440417
top tumor-like quartile	-0.12486808093977561
other tumor cells	-0.19748135554937668
other tumor cells	-0.1512940960165895
top tumor-like quartile	0.13783833126962922
top tumor-like quartile	0.9429858996544354
other tumor cells	-0.10465575441902064
other tumor cells	-0.2916310863730348
other tumor cells	-0.2890675862630208
top tumor-like quartile	-0.36367531764654465
other tumor cells	-0.0785800851421592
top tumor-like quartile	-0.2752548971293885
other tumor cells	-0.21360840032130113
top tumor-like quartile	-0.19628490489206196
other tumor cells	-0.20236867739830486
other tumor cells	-0.001538073575055171
other tumor cells	-0.03436255160673163
other tumor cells	-0.017501445464145976
top tumor-like quartile	-0.17940765545691972
other tumor cells	0.13417204221089682
other tumor cells	-0.3241355330855758
other tumor cells	0.07456662919786239
top tumor-like quartile	1.3546250190263913
other tumor cells	-0.24767444751880788
other tumor cells	0.4806990329130197
other tumor cells	-0.26821998313621237
top tumor-like quartile	-0.07820931187382452
other tumor cells	-0.20999154926818095
other tumor cells	-0.2624117452421306
other tumor cells	-0.1560500227374795
other tumor cells	-0.27344689545808015
top tumor-like quartile	-0.27336052317678194
other tumor cells	-0.2843256820867091
other tumor cells	-0.37307520265932437
other tumor cells	-0.041074227403711416
top tumor-like quartile	-0.34947258749125915
other tumor cells	-0.12529694298167288
other tumor cells	-0.2639768388536241
other tumor cells	-0.3754937678207586
other tumor cells	-0.03560803260332274
other tumor cells	-0.22183488916467736
other tumor cells	0.033793210983276395
other tumor cells	-0.23569568586938175
other tumor cells	0.06142724001849137
other tumor cells	-0.22055390587559454
top tumor-like quartile	0.353358209869008
other tumor cells	-0.3101672655270423
other tumor cells	-0.33730090105975113
other tumor cells	0.03217949984986107
other tumor cells	-0.016393764519397114
other tumor cells	-0.22680612257969232
other tumor cells	-0.22001115775402683
other tumor cells	-0.2875062683482229
other tumor cells	-0.23123095948019146
top tumor-like quartile	0.1008602012822657
other tumor cells	0.7112189281133958
top tumor-like quartile	-0.19969434061168154
other tumor cells	-0.22248063264069734
top tumor-like quartile	-0.34184830277054395
top tumor-like quartile	-0.24079068501790366
top tumor-like quartile	-0.18023394655298303
top tumor-like quartile	-0.23041654663321412
other tumor cells	-0.006356100977202961
other tumor cells	-0.3328590393066406
other tumor cells	0.16483407844731837
top tumor-like quartile	-0.06466479654665344
top tumor-like quartile	-0.1592625924098639
other tumor cells	-0.131532398270972
other tumor cells	0.0008201864030625838
other tumor cells	1.0235626903581032
top tumor-like quartile	-0.19906408992814428
other tumor cells	-0.3244105680489246
top tumor-like quartile	-0.2041476920798973
other tumor cells	-0.10072318712870282
top tumor-like quartile	-0.20737137029200425
other tumor cells	-0.00993499638121803
other tumor cells	-0.4418179076394917
other tumor cells	-0.23730595906575522
other tumor cells	-0.14760984020468632
top tumor-like quartile	-0.2453935882191599
other tumor cells	-0.2563803872944396
top tumor-like quartile	-0.08187501813158576
top tumor-like quartile	1.0805561277601454
other tumor cells	-0.18820380870206857
other tumor cells	-0.2728932227617429
other tumor cells	0.08388415089359991
other tumor cells	-0.2695095862871335
top tumor-like quartile	-0.15324501932403187
other tumor cells	-0.02481695752084989
other tumor cells	-0.18427209059397376
other tumor cells	0.10833946569466299
other tumor cells	-0.2345015678876712
other tumor cells	-0.16821791507579664
top tumor-like quartile	-0.24486585310947745
other tumor cells	0.07273583353301624
top tumor-like quartile	0.3354220390319824
other tumor cells	0.5728192506013093
other tumor cells	-0.16015577904972028
top tumor-like quartile	-0.2009616192476249
other tumor cells	-0.17301321618350934
other tumor cells	-0.22346644931369358
other tumor cells	-0.18313038201979648
other tumor cells	-0.24225917863257138
other tumor cells	-0.25048917605553145
other tumor cells	-0.004967630645375198
other tumor cells	-0.18698127181441695
other tumor cells	1.150045689241386
top tumor-like quartile	-0.229582139003424
other tumor cells	-0.20661434126488956
other tumor cells	-0.35800425211588544
other tumor cells	-0.11424837877720961
other tumor cells	0.06501692018391173
other tumor cells	0.10740369631920332
other tumor cells	0.07244740003420982
other tumor cells	-0.2695247037911121
other tumor cells	-0.18836220841348908
other tumor cells	-0.32604902761953847
other tumor cells	-0.2562032628942419
other tumor cells	-0.06938700911439497
top tumor-like quartile	-0.2874023767165196
other tumor cells	-0.2827199064655068
top tumor-like quartile	-0.3296238463601948
top tumor-like quartile	-0.2546621958414714
other tumor cells	-0.2294700057418258
other tumor cells	-0.0935147500332491
other tumor cells	0.3698141957506721
other tumor cells	1.5857216634868103
other tumor cells	0.1386451780060191
other tumor cells	0.05145605110827786
top tumor-like quartile	-0.15380969459627886
top tumor-like quartile	-0.341915789945626
top tumor-like quartile	0.033022827572292746
other tumor cells	-0.24063974545325761
top tumor-like quartile	-0.23284370516553338
other tumor cells	0.7562003665500218
other tumor cells	-0.16582895208288123
top tumor-like quartile	-0.3884535895453559
other tumor cells	0.03527267185258276
top tumor-like quartile	-0.24409423639744887
other tumor cells	0.043151564068264425
other tumor cells	-0.1969883765703366
other tumor cells	-0.14971598872432001
other tumor cells	-0.38506011020990066
top tumor-like quartile	-0.24378072479624807
top tumor-like quartile	-0.08936695993682484
other tumor cells	-0.18621397607120466
other tumor cells	-0.12307675679524739
other tumor cells	-0.27974397164803966
top tumor-like quartile	-0.05782777880444939
other tumor cells	1.5483835714834708
other tumor cells	-0.20868640475802952
other tumor cells	-0.20085614993248457
other tumor cells	0.007448240562721531
other tumor cells	-0.15404594091721524
other tumor cells	1.5084947421226973
top tumor-like quartile	0.170536627004176
other tumor cells	0.6481956905788845
other tumor cells	-0.11123837659388411
other tumor cells	-0.3143694371352961
top tumor-like quartile	-0.08283627180405603
top tumor-like quartile	-0.12291643354627824
top tumor-like quartile	-0.10152931860935543
other tumor cells	-0.2045148331441997
other tumor cells	0.17645470006966296
top tumor-like quartile	0.10433758629692924
other tumor cells	-0.13934181501835952
top tumor-like quartile	0.25547701046790605
other tumor cells	0.09162725342644584
other tumor cells	0.28525188234117294
other tumor cells	-0.08999584339283129
other tumor cells	-0.142457679465965
top tumor-like quartile	-0.3173181981216242
top tumor-like quartile	-0.2657257347931097
other tumor cells	-0.21177795786916473
other tumor cells	0.09484132719628607
top tumor-like quartile	-0.28153951668444976
other tumor cells	-0.16381248427026066
top tumor-like quartile	-0.23198389123987267
other tumor cells	-0.2846425374348958
other tumor cells	-0.25701169614438657
other tumor cells	-0.0021165359167405473
other tumor cells	-0.17532838421103394
other tumor cells	-0.1838817360960407
other tumor cells	-0.004606982808054216
other tumor cells	-0.1817363456443504
top tumor-like quartile	-0.26801462526674624
other tumor cells	0.08508690492606458
other tumor cells	-0.17131889013596524
other tumor cells	0.5522177778644326
top tumor-like quartile	-0.1811107823878159
top tumor-like quartile	-0.2798433186095438
other tumor cells	-0.28608272693775316
top tumor-like quartile	-0.2063125092306255
other tumor cells	-0.06698644602740253
other tumor cells	-0.2602775479540413
other tumor cells	-0.24718072679307726
other tumor cells	-0.15525469367886768
other tumor cells	-0.18755882168993537
other tumor cells	-0.22311559135531203
top tumor-like quartile	-0.014032949636011982
other tumor cells	-0.07909029207111876
other tumor cells	-0.2655659192874108
other tumor cells	-0.30923570232626835
top tumor-like quartile	-0.16734094678619765
other tumor cells	0.18900311729054395
other tumor cells	-0.2354600723878837
other tumor cells	-0.32067962929054544
other tumor cells	2.594496880048587
other tumor cells	-0.02483376750239616
other tumor cells	-0.25519672440893854
other tumor cells	-0.08902571230758854
other tumor cells	-0.031417157914903404
other tumor cells	-0.19012408786349827
other tumor cells	-0.15984406883333935
top tumor-like quartile	-0.20754486837504824
top tumor-like quartile	-0.22809730341405043
top tumor-like quartile	-0.08252902531329498
other tumor cells	-0.17937631960268374
other tumor cells	-0.03298647315413861
top tumor-like quartile	-0.27120942833982864
other tumor cells	-0.16534687560281636
other tumor cells	-0.29774658768265333
other tumor cells	-0.09730952463032287
other tumor cells	0.34863065790247033
other tumor cells	0.05997923862786941
other tumor cells	-0.09173274923253943
other tumor cells	-0.17081887045024355
other tumor cells	-0.214978677255136
other tumor cells	-0.26779928325135033
other tumor cells	-0.2782937979992525
other tumor cells	-0.09169452867390196
top tumor-like quartile	-0.3408151791419512
other tumor cells	-0.3083490972165708
top tumor-like quartile	0.10358654422524538
other tumor cells	-0.02090154165103114
other tumor cells	0.04989017674952373
other tumor cells	0.6247338659969377
other tumor cells	-0.2839155447335891
other tumor cells	-0.16436047024197048
other tumor cells	-0.08146314120587006
other tumor cells	-0.16989624353102695
other tumor cells	-0.21443508289478444
top tumor-like quartile	0.4908152921700183
other tumor cells	-0.29134415991512347
top tumor-like quartile	-0.11737468654726757
other tumor cells	-0.06348529274081005
other tumor cells	-0.2337563126175492
other tumor cells	-0.3220430303502966
other tumor cells	-0.25247908227237653
other tumor cells	0.2027982193746684
other tumor cells	-0.23251335709183305
top tumor-like quartile	0.2753320034639335
other tumor cells	-0.3109278502287688
other tumor cells	-0.11264455612794852
other tumor cells	-0.3146841261121962
other tumor cells	-0.11083803059142311
other tumor cells	-0.14246129400936175
other tumor cells	-0.19668427220097295
other tumor cells	-0.3332740171456043
other tumor cells	-0.15161317660484785
top tumor-like quartile	-0.29114523051697533
other tumor cells	-0.16447205013699
other tumor cells	-0.2787969848256052
other tumor cells	-0.11365015712785131
other tumor cells	-0.012506744008005388
other tumor cells	-0.355987525280611
other tumor cells	-0.3396866409866898
other tumor cells	-0.19347903610747538
top tumor-like quartile	-0.14450565826745682
other tumor cells	-0.23753823174370658
other tumor cells	-0.16017464060842257
other tumor cells	-0.21162899629569348
other tumor cells	-0.2600862773848168
other tumor cells	0.02477402745941537
other tumor cells	-0.0699573269596806
other tumor cells	-0.22916614862135898
top tumor-like quartile	-0.32091362093701775
top tumor-like quartile	-0.32093712135597513
other tumor cells	-0.1792918899912893
other tumor cells	0.059843325320585256
top tumor-like quartile	-0.3063892788357205
other tumor cells	-0.2593195879900897
other tumor cells	-0.4476705951455199
other tumor cells	0.005405128738026566
other tumor cells	-0.067466288437078
top tumor-like quartile	-0.003404296474692259
other tumor cells	-0.2535924322811174
other tumor cells	-0.265923700214904
other tumor cells	-0.30812329421808693
other tumor cells	-0.282645755343967
top tumor-like quartile	-0.17673912018905452
other tumor cells	-0.1512020605581778
top tumor-like quartile	-0.3582475685778959
top tumor-like quartile	-0.3313629715530961
other tumor cells	-0.15344616218849463
other tumor cells	0.3938970448058328
other tumor cells	-0.13699802645930537
other tumor cells	-0.3047435901783131
other tumor cells	1.639211277902862
other tumor cells	-0.08400853474934895
other tumor cells	-0.12316657878734448
other tumor cells	-0.17198925253785688
other tumor cells	-0.20247506506649066
other tumor cells	-0.1960932531474549
other tumor cells	-0.11965725745683835
top tumor-like quartile	-0.3391793097978757
other tumor cells	-0.2692333268530575
top tumor-like quartile	0.1339323138013298
other tumor cells	1.2047992282443576
top tumor-like quartile	-0.23365216343491166
other tumor cells	-0.1685045015664748
top tumor-like quartile	-0.09160119810222106
other tumor cells	0.04329257246888715
top tumor-like quartile	-0.09947930147618425
top tumor-like quartile	-0.26330453378182866
top tumor-like quartile	-0.22133700052897134
other tumor cells	0.13833979029714324
top tumor-like quartile	-0.2598631411422918
top tumor-like quartile	0.09272514154881611
top tumor-like quartile	-0.2123983288988655
other tumor cells	-0.07456646436526451
other tumor cells	0.48267607630035025
other tumor cells	-0.3651184034936222
other tumor cells	-0.3483346303304036
other tumor cells	-0.04923476113213435
other tumor cells	-0.055003301596935894
other tumor cells	-0.2143707039915485
other tumor cells	-0.29488007816267603
top tumor-like quartile	-0.11414133177863228
top tumor-like quartile	-0.38293021402241273
other tumor cells	-0.2402820587158203
other tumor cells	-0.30314040478364923
other tumor cells	-0.24459379690664787
other tumor cells	-0.11664596604712216
other tumor cells	0.20660262637668186
top tumor-like quartile	0.07640913975091629
top tumor-like quartile	-0.28503012951509454
other tumor cells	0.43388658688392173
other tumor cells	-0.3672657483889733
other tumor cells	-0.15198950119960455
other tumor cells	-0.19999572524317985
other tumor cells	-0.1938687077275029
other tumor cells	0.07602530349919825
top tumor-like quartile	-0.294494652453764
other tumor cells	-0.09713723188565102
other tumor cells	1.4221839669310015
other tumor cells	0.12677750175381883
top tumor-like quartile	-0.3111673048984857
other tumor cells	-0.16300058953556013
other tumor cells	0.34587247283370415
other tumor cells	-0.22479914441520785
other tumor cells	0.04178715635229041
other tumor cells	-0.005532567883715256
top tumor-like quartile	-0.16210553969865962
other tumor cells	-0.13561551512023548
other tumor cells	-0.1826449971140167
other tumor cells	-0.18152082849431922
top tumor-like quartile	-0.3665889928370346
top tumor-like quartile	-0.20765938140727858
top tumor-like quartile	1.0526551376154392
other tumor cells	-0.24094861819420332
top tumor-like quartile	0.008601644892751448
other tumor cells	-0.05150480329254528
other tumor cells	-0.17320113711886936
other tumor cells	-0.2664624673348886
other tumor cells	-0.22886940285011573
other tumor cells	-0.048114664760636694
top tumor-like quartile	-0.3859231736924913
top tumor-like quartile	-0.34459813435872394
top tumor-like quartile	-0.25905319496437357
other tumor cells	0.11399777141618142
other tumor cells	-0.10911397875091175
other tumor cells	0.12780284881591797
other tumor cells	-0.2639041476779514
other tumor cells	-0.07407897195698304
other tumor cells	-0.18105097611745197
other tumor cells	-0.407375900833695
other tumor cells	0.07377003740381316
top tumor-like quartile	-0.10497059498304201
other tumor cells	-0.23306788044211307
other tumor cells	0.7449156090065285
other tumor cells	0.0454494364467668
top tumor-like quartile	-0.3666907416449653
other tumor cells	-0.2028995090060764
other tumor cells	-0.2526998402159891
other tumor cells	-0.19388614466160903
other tumor cells	-0.08770754896564248
other tumor cells	-0.21471089492609471
other tumor cells	-0.20841217041015625
other tumor cells	0.09627742531858843
other tumor cells	-0.2944236802466122
top tumor-like quartile	-0.14086865348580443
other tumor cells	-0.2111172617217641
top tumor-like quartile	-0.3593221122835889
other tumor cells	-0.17530177552023052
other tumor cells	-0.1492031709647473
other tumor cells	-0.13701015637244707
other tumor cells	-0.1925602901129075
other tumor cells	-0.22232691446940103
top tumor-like quartile	0.5302598093762809
other tumor cells	-0.23633544827684944
other tumor cells	-0.2519376778308256
other tumor cells	0.08238576370992776
other tumor cells	-0.21269381487811054
top tumor-like quartile	-0.22954283820258248
other tumor cells	-0.08500888023847414
other tumor cells	0.0076496571670343905
other tumor cells	-0.19977298783667294
other tumor cells	-0.33095324480975113
other tumor cells	-0.08190966829841517
other tumor cells	0.5794483643990975
top tumor-like quartile	-0.23219729205708445
other tumor cells	-0.14754637965449582
other tumor cells	-0.09591734850848163
top tumor-like quartile	-0.15293567563280647
other tumor cells	0.7592207708476503
other tumor cells	-0.2661338382297092
other tumor cells	-0.33788092342423803
other tumor cells	0.08941285404158228
other tumor cells	0.016286908844370895
top tumor-like quartile	-0.052306964073652096
top tumor-like quartile	0.13323871589001318
other tumor cells	-0.09758940743811337
top tumor-like quartile	-0.38024026376229747
other tumor cells	0.8546041559290004
other tumor cells	-0.17788032249168115
top tumor-like quartile	-0.15390726372047708
top tumor-like quartile	-0.15951469798146942
other tumor cells	0.21967353349850502
other tumor cells	0.15754583735524874
other tumor cells	-0.24954694583092207
other tumor cells	-0.15743128458658853
other tumor cells	0.42466820610894096
other tumor cells	-0.05378674283439727
other tumor cells	1.1351114555641457
top tumor-like quartile	-0.28787012453432437
top tumor-like quartile	-0.12249441941579184
other tumor cells	-0.21689982473114391
other tumor cells	-0.26970516899485647
other tumor cells	-0.09046484953091469
other tumor cells	0.15632808355637534
other tumor cells	-0.143339427900903
other tumor cells	0.2873064853526928
other tumor cells	0.16536902792659805
top tumor-like quartile	-0.14273857776029608
top tumor-like quartile	-0.29398863992573304
other tumor cells	0.7401366881382319
other tumor cells	-0.3230507226637852
other tumor cells	0.29372476059713476
other tumor cells	-0.24845907423231336
top tumor-like quartile	-0.21811814955723138
other tumor cells	-0.15527608953876262
other tumor cells	0.3858102162679037
other tumor cells	-0.25444296848626785
top tumor-like quartile	-0.27314529889895595
other tumor cells	-0.22772864353509598
other tumor cells	0.5175447110776548
other tumor cells	-0.21059751510620117
other tumor cells	-0.07461600244781118
top tumor-like quartile	-0.19999393416039737
other tumor cells	-0.21155578707471306
other tumor cells	-0.38723137937946084
other tumor cells	1.279534669569981
other tumor cells	0.24924663849818854
top tumor-like quartile	-0.3367025587293837
other tumor cells	-0.2657113487337842
top tumor-like quartile	-0.21757412251131034
other tumor cells	-0.33474611352991174
other tumor cells	-0.2195002473430869
other tumor cells	-0.3712983778965326
other tumor cells	-0.29340890013141396
other tumor cells	0.5501198827484508
top tumor-like quartile	-0.08597019425144903
other tumor cells	-0.19516077159363546
other tumor cells	-0.19001516589411982
other tumor cells	-0.2267108728856216
other tumor cells	-0.033126992943846134
other tumor cells	-0.2583070213412061
top tumor-like quartile	-0.16516793804404173
other tumor cells	-0.24814973054108797
other tumor cells	0.035702413982815207
other tumor cells	-0.2887473165253062
other tumor cells	1.0102838586877894
other tumor cells	-0.11169664212215094
top tumor-like quartile	-0.28043240676691505
other tumor cells	-0.12149956785602334
other tumor cells	-0.21160933412151572
top tumor-like quartile	0.4734019173516167
top tumor-like quartile	-0.14128016542505334
other tumor cells	-0.23497981789671343
other tumor cells	0.004598452721113089
other tumor cells	-0.2782593200236191
other tumor cells	-0.2568074921031057
other tumor cells	-0.26262198554144967
top tumor-like quartile	-0.36110505940001686
other tumor cells	0.01955771151884103
other tumor cells	-0.14204308133066434
other tumor cells	-0.1964916417628159
top tumor-like quartile	0.19029648510026342
other tumor cells	-0.14144417091652198
other tumor cells	-0.014019892539507084
other tumor cells	0.7885214487711589
other tumor cells	-0.06929400084931175
other tumor cells	-0.21615459300853587
other tumor cells	-0.23853707019193673
top tumor-like quartile	0.2520820417521912
other tumor cells	-0.21874251189055266
top tumor-like quartile	-0.2869103749593099
other tumor cells	0.33833225862479505
other tumor cells	-0.13892505787037038
other tumor cells	-0.2906950726921176
other tumor cells	-0.2191475055835865
other tumor cells	-0.309176739351249
other tumor cells	-0.09811455526469665
other tumor cells	-0.18624390496148002
other tumor cells	0.10088610060421038
top tumor-like quartile	-0.33570581600989824
other tumor cells	-0.3517959029586227
other tumor cells	-0.2431955690737124
other tumor cells	-0.34168099768367816
other tumor cells	-0.12474560443265939
other tumor cells	-0.06528505719738242
other tumor cells	0.8430824632997866
other tumor cells	-0.19464732982494212
other tumor cells	-0.2527873192304446
top tumor-like quartile	-0.08840179443359375
other tumor cells	-0.2272907068699966
other tumor cells	-0.1627207155580874
other tumor cells	-0.2474100368994254
other tumor cells	-0.2771790586871865
other tumor cells	-0.33532455821096163
other tumor cells	-0.21939122235333477
top tumor-like quartile	-0.3451711631115572
top tumor-like quartile	-0.12986230261531878
other tumor cells	-0.05100234643912607
other tumor cells	-0.23683225372691213
other tumor cells	-0.26047468774112653
top tumor-like quartile	-0.1698803960541148
top tumor-like quartile	-0.20520029097427556
other tumor cells	-0.2883383433024089
top tumor-like quartile	0.8730449087825822
top tumor-like quartile	-0.3779369165867935
other tumor cells	-0.267219955538526
top tumor-like quartile	-0.3313596513536241
other tumor cells	-0.2323524569287712
other tumor cells	-0.1736382378472222
other tumor cells	-0.28180807755317216
other tumor cells	-0.1896177456702715
other tumor cells	-0.3184740513931086
other tumor cells	-0.18932457912115402
other tumor cells	0.21345878530431672
other tumor cells	-0.13961097929212785
other tumor cells	-0.24249116874035495
other tumor cells	-0.1901203084875036
other tumor cells	-0.19756813991216965
top tumor-like quartile	-0.23903766679175106
other tumor cells	-0.22440948015377846
other tumor cells	0.22750959867312587
other tumor cells	0.008466181931672312
other tumor cells	-0.15506762045401115
other tumor cells	-0.316041663840965
other tumor cells	0.17661386949044688
other tumor cells	-0.2606171031057099
other tumor cells	-0.24410059422622493
other tumor cells	0.10441667356608825
other tumor cells	-0.27867058177053194
other tumor cells	-0.18362556269139418
other tumor cells	-0.20669642789864245
other tumor cells	-0.3777639600965712
other tumor cells	-0.14853053622775605
other tumor cells	-0.2654769332320602
top tumor-like quartile	-0.30370340229552467
other tumor cells	-0.06335282325744629
top tumor-like quartile	0.2966447524082514
other tumor cells	-0.24853711069366077
top tumor-like quartile	0.5318865658324442
other tumor cells	0.044510134944209356
other tumor cells	-0.1485952212486738
top tumor-like quartile	-0.14110431553405006
other tumor cells	-0.3086358058599778
other tumor cells	-0.2481017878026138
other tumor cells	-0.2887006218050733
other tumor cells	-0.2575195689260224
other tumor cells	-0.30002721150716144
top tumor-like quartile	-0.0801728301578098
other tumor cells	-0.1387364422833478
