tumor_like_quartile	stemness_score
top tumor-like quartile	0.3247016264546302
top tumor-like quartile	1.4548618255123016
other tumor cells	0.005751652102316596
other tumor cells	-0.2681452843450731
other tumor cells	-0.6445709966844128
top tumor-like quartile	1.503645335474322
other tumor cells	-0.20817773572860226
other tumor cells	-0.4394342668594853
other tumor cells	0.4541046234869188
top tumor-like quartile	1.222165665318889
other tumor cells	-0.3489521261184446
top tumor-like quartile	1.658867113051876
other tumor cells	0.7848322929874543
other tumor cells	-0.2924617336642358
other tumor cells	-0.31295641006961944
other tumor cells	-0.35923720511697954
top tumor-like quartile	1.3266776223336496
other tumor cells	1.6688317868017382
other tumor cells	0.45591986179351807
other tumor cells	1.3745502733415174
other tumor cells	0.5023746490478516
other tumor cells	0.6871856489489155
other tumor cells	-0.43493953827888737
top tumor-like quartile	0.047905293203169275
other tumor cells	1.3920973039442495
top tumor-like quartile	1.749414074805475
other tumor cells	0.16411811113357544
other tumor cells	0.7224650902132834
other tumor cells	-0.4622290826612903
other tumor cells	0.9361574649810791
other tumor cells	-0.006997149798177893
other tumor cells	-0.35960606605775897
top tumor-like quartile	0.9527212804363621
other tumor cells	-0.25974713794646725
other tumor cells	-0.40864452239005794
top tumor-like quartile	0.8038347882609214
top tumor-like quartile	1.213183714497474
other tumor cells	0.23927514206978584
other tumor cells	-0.09757849381816003
top tumor-like quartile	1.0186855369998562
top tumor-like quartile	0.8816931055438134
other tumor cells	-0.03413712113134321
top tumor-like quartile	0.9915595669900218
top tumor-like quartile	1.1260410816438737
other tumor cells	-0.4368041253858997
other tumor cells	-0.3148606208062941
other tumor cells	0.6614620627895478
other tumor cells	0.03058720211828908
other tumor cells	-0.34648255378969256
other tumor cells	0.08922245425562703
other tumor cells	1.1176454943995322
other tumor cells	0.028553921368814295
other tumor cells	0.014747823438336749
top tumor-like quartile	-0.32287353517547734
other tumor cells	0.07727561843010688
other tumor cells	-0.2974822848073898
other tumor cells	0.06187172089853593
other tumor cells	-0.36748943453834904
other tumor cells	-0.3365815353970374
other tumor cells	-0.45821439066240865
other tumor cells	0.8051449906441474
other tumor cells	-0.04239113773069075
other tumor cells	-0.3859658702727287
other tumor cells	0.08454913189334257
other tumor cells	-0.5708083491171559
other tumor cells	0.5578984541277732
top tumor-like quartile	1.4334941025703185
other tumor cells	-0.43258199384135587
other tumor cells	-0.29049184918403625
top tumor-like quartile	1.0198568451789116
top tumor-like quartile	1.6106601453596545
other tumor cells	-0.23585391717572368
top tumor-like quartile	1.1544003909634006
other tumor cells	-0.3901012482181672
other tumor cells	-0.43061376387073147
other tumor cells	-0.27843346134308844
other tumor cells	0.6789065522532309
other tumor cells	-0.4537942592174776
other tumor cells	1.1921910047531128
other tumor cells	-0.26787508687665385
other tumor cells	0.8364569294837213
other tumor cells	0.9075024743233958
other tumor cells	-0.08089650542505328
top tumor-like quartile	0.6986870804140645
top tumor-like quartile	0.9981416617670367
other tumor cells	-0.3959552539933112
top tumor-like quartile	1.35039016508287
other tumor cells	-0.07761023506041498
top tumor-like quartile	1.0989729204485492
other tumor cells	-0.31537351300639493
other tumor cells	-0.34636774370747225
other tumor cells	-0.6102321378646358
top tumor-like quartile	1.6305408477783203
top tumor-like quartile	1.6378076153416787
top tumor-like quartile	1.0180565810972646
other tumor cells	-0.3088031891853579
other tumor cells	-0.05087476391946116
other tumor cells	0.6331222749525501
other tumor cells	-0.11129247805764597
other tumor cells	0.4512360672796926
other tumor cells	1.2091634196619834
top tumor-like quartile	0.7636347855291059
other tumor cells	0.7712164848081527
other tumor cells	-0.15805438737715444
other tumor cells	-0.017867684364318848
other tumor cells	1.2026532003956456
other tumor cells	-0.5064855390979398
other tumor cells	0.9762581048473236
other tumor cells	-0.4165612190000473
other tumor cells	-0.3265976756811142
top tumor-like quartile	1.2052490249756844
top tumor-like quartile	1.3500647237223964
other tumor cells	-0.30933453959803425
other tumor cells	-0.2556393934834388
