comparison	global_MSE	regime_conditioned_MSE_LOO	prediction_error_reduction_fraction	auc_improvement_proxy_error_reduction	auc_improvement_is_true_ROC_AUC	likelihood_global	likelihood_regime_conditioned	likelihood_improvement	bootstrap_p_value_positive_error_reduction	bootstrap_error_reduction_ci_low	bootstrap_error_reduction_ci_high	mean_within_regime_conditioned_cosine	mean_cross_regime_instability	cross_regime_instability_ratio	cross_regime_instability_high	counterfactual_direction_reversal_frequency	counterfactual_inconsistency_persistent	mean_regime_bias_symmetry_score	bias_symmetric_across_regimes	regime_conditioned_directional_alignment_rate	final_closure_classification	decision
H1_global_W_vs_H2_regime_conditioned_W	0.008348224309297051	0.003120651492606222	0.6261897887517361	0.6261897887517361	False	19.4782935389407	29.318364208167726	9.840070669227025	0.02948525737131434	-0.018886661991747822	0.8588671687860483	0.4576742175054256	0.003835383562828735	0.9999999999999999	True	0.7	True	0.15770120576853597	False	0.75	PARTIAL_CLOSURE	causal closure fails globally but holds locally in regime-conditioned subspaces
