edge_id	source	target	module	output_axis	target_type	base_weight	sign	empirical_edge_status	W_adult_repair	W_embryonic_reactivation	W_salamander_blastema	W_salamander_intact	mean_abs_W_across_regimes	sd_W_across_regimes	cv_W_across_regimes	sign_change_count	edge_stability_score	edge_stability_class
WGRN_002801	ACTL6A	RANBP3L	other_or_unassigned	nan	gene	-0.19	repression_negative	measured_but_not_sparse_selected	-0.19	-0.19	-0.19	-0.19	0.19	0.0	0.0	0	1.0	stable
WGRN_002802	ACTL6A	RAP1A	other_or_unassigned	nan	gene	0.165	activation_positive	measured_but_not_sparse_selected	0.165	0.165	0.165	0.165	0.165	0.0	0.0	0	1.0	stable
WGRN_002803	ACTL6A	RAP1GAP	other_or_unassigned	nan	gene	0.2	activation_positive	learned_sparse_edge	0.2	0.2	0.2	0.2	0.2	0.0	0.0	0	1.0	stable
WGRN_002804	ACTL6A	RARA	other_or_unassigned	G	gene	0.19	activation_positive	measured_but_not_sparse_selected	0.21892494177749242	0.1733883106188944	0.11452040972819641	0.25316633787541665	0.18999999999999997	0.0519609354927245	0.2734786078564448	0	0.7852507249283349	stable
WGRN_002805	ACTL6A	RARA-AS1	other_or_unassigned	nan	gene	0.073	activation_positive	measured_but_not_sparse_selected	0.073	0.073	0.073	0.073	0.073	0.0	0.0	0	1.0	stable
WGRN_002806	ACTL6A	RARG	other_or_unassigned	G	gene	0.15	activation_positive	measured_but_not_sparse_selected	0.1728354803506519	0.13688550838333766	0.09041084978541822	0.19986816148059208	0.14999999999999997	0.04102179117846671	0.2734786078564448	0	0.7852507249283349	stable
WGRN_002807	ACTL6A	RARS2	other_or_unassigned	nan	gene	0.085	activation_positive	measured_but_not_sparse_selected	0.085	0.085	0.085	0.085	0.085	0.0	0.0	0	1.0	stable
WGRN_002808	ACTL6A	RASGEF1C	other_or_unassigned	nan	gene	0.2	activation_positive	learned_sparse_edge	0.2	0.2	0.2	0.2	0.2	0.0	0.0	0	1.0	stable
WGRN_002809	ACTL6A	RASL10A	other_or_unassigned	nan	gene	0.26	activation_positive	learned_sparse_edge	0.26	0.26	0.26	0.26	0.26	0.0	0.0	0	1.0	stable
WGRN_002810	ACTL6A	RASSF7	other_or_unassigned	nan	gene	0.1699999999999999	activation_positive	measured_but_not_sparse_selected	0.1699999999999999	0.1699999999999999	0.1699999999999999	0.1699999999999999	0.1699999999999999	0.0	0.0	0	1.0	stable
WGRN_002811	ACTL6A	RBAK-RBAKDN	other_or_unassigned	nan	gene	0.094	activation_positive	measured_but_not_sparse_selected	0.094	0.094	0.094	0.094	0.094	0.0	0.0	0	1.0	stable
WGRN_002812	ACTL6A	RBBP7	other_or_unassigned	nan	gene	0.12	activation_positive	measured_but_not_sparse_selected	0.12	0.12	0.12	0.12	0.12	0.0	0.0	0	1.0	stable
WGRN_002813	ACTL6A	RBFOX2	other_or_unassigned	nan	gene	0.13	activation_positive	measured_but_not_sparse_selected	0.13	0.13	0.13	0.13	0.13	0.0	0.0	0	1.0	stable
WGRN_002814	ACTL6A	RBM18	other_or_unassigned	nan	gene	0.12	activation_positive	measured_but_not_sparse_selected	0.12	0.12	0.12	0.12	0.12	0.0	0.0	0	1.0	stable
WGRN_002815	ACTL6A	RBM26-AS1	other_or_unassigned	nan	gene	0.14	activation_positive	measured_but_not_sparse_selected	0.14	0.14	0.14	0.14	0.14	0.0	0.0	0	1.0	stable
WGRN_002816	ACTL6A	RBM42	other_or_unassigned	nan	gene	0.119	activation_positive	measured_but_not_sparse_selected	0.119	0.119	0.119	0.119	0.119	0.0	0.0	0	1.0	stable
WGRN_002817	ACTL6A	RBPJ	other_or_unassigned	G	gene	0.11	activation_positive	measured_but_not_sparse_selected	0.1267460189238114	0.10038270614778096	0.06630128984264003	0.14656998508576755	0.10999999999999999	0.030082646864208924	0.2734786078564448	0	0.7852507249283349	stable
WGRN_002818	ACTL6A	RBPMS2	other_or_unassigned	nan	gene	0.14	activation_positive	measured_but_not_sparse_selected	0.14	0.14	0.14	0.14	0.14	0.0	0.0	0	1.0	stable
WGRN_002819	ACTL6A	RBSN	other_or_unassigned	nan	gene	0.12	activation_positive	measured_but_not_sparse_selected	0.12	0.12	0.12	0.12	0.12	0.0	0.0	0	1.0	stable
WGRN_002820	ACTL6A	RCC1L	other_or_unassigned	nan	gene	0.14	activation_positive	measured_but_not_sparse_selected	0.14	0.14	0.14	0.14	0.14	0.0	0.0	0	1.0	stable
WGRN_002821	ACTL6A	RCE1	other_or_unassigned	nan	gene	0.17	activation_positive	measured_but_not_sparse_selected	0.17	0.17	0.17	0.17	0.17	0.0	0.0	0	1.0	stable
WGRN_002822	ACTL6A	RDH5	other_or_unassigned	nan	gene	0.084	activation_positive	measured_but_not_sparse_selected	0.084	0.084	0.084	0.084	0.084	0.0	0.0	0	1.0	stable
WGRN_002823	ACTL6A	RECQL4	other_or_unassigned	nan	gene	0.086	activation_positive	measured_but_not_sparse_selected	0.086	0.086	0.086	0.086	0.086	0.0	0.0	0	1.0	stable
WGRN_002824	ACTL6A	REEP2	other_or_unassigned	nan	gene	0.12	activation_positive	measured_but_not_sparse_selected	0.12	0.12	0.12	0.12	0.12	0.0	0.0	0	1.0	stable
WGRN_002825	ACTL6A	REEP3	other_or_unassigned	nan	gene	0.26	activation_positive	learned_sparse_edge	0.26	0.26	0.26	0.26	0.26	0.0	0.0	0	1.0	stable
WGRN_002826	ACTL6A	REEP4	other_or_unassigned	nan	gene	0.125	activation_positive	measured_but_not_sparse_selected	0.125	0.125	0.125	0.125	0.125	0.0	0.0	0	1.0	stable
WGRN_002827	ACTL6A	REEP5	other_or_unassigned	nan	gene	0.14	activation_positive	measured_but_not_sparse_selected	0.14	0.14	0.14	0.14	0.14	0.0	0.0	0	1.0	stable
WGRN_002828	ACTL6A	REM1	other_or_unassigned	nan	gene	0.14	activation_positive	measured_but_not_sparse_selected	0.14	0.14	0.14	0.14	0.14	0.0	0.0	0	1.0	stable
WGRN_002829	ACTL6A	RER1	other_or_unassigned	nan	gene	0.1185	activation_positive	measured_but_not_sparse_selected	0.1185	0.1185	0.1185	0.1185	0.1185	0.0	0.0	0	1.0	stable
WGRN_002830	ACTL6A	RERE	other_or_unassigned	nan	gene	-0.14	repression_negative	measured_but_not_sparse_selected	-0.14	-0.14	-0.14	-0.14	0.14	0.0	0.0	0	1.0	stable
WGRN_002831	ACTL6A	RERGL	other_or_unassigned	nan	gene	-0.29	repression_negative	learned_sparse_edge	-0.29	-0.29	-0.29	-0.29	0.29	0.0	0.0	0	1.0	stable
WGRN_002832	ACTL6A	RETREG2	other_or_unassigned	nan	gene	0.19	activation_positive	measured_but_not_sparse_selected	0.19	0.19	0.19	0.19	0.19	0.0	0.0	0	1.0	stable
WGRN_002833	ACTL6A	RETREG3	other_or_unassigned	nan	gene	0.16	activation_positive	measured_but_not_sparse_selected	0.16	0.16	0.16	0.16	0.16	0.0	0.0	0	1.0	stable
WGRN_002834	ACTL6A	RETSAT	other_or_unassigned	nan	gene	0.11	activation_positive	measured_but_not_sparse_selected	0.11	0.11	0.11	0.11	0.11	0.0	0.0	0	1.0	stable
WGRN_002835	ACTL6A	RFC5	other_or_unassigned	nan	gene	0.078	activation_positive	measured_but_not_sparse_selected	0.078	0.078	0.078	0.078	0.078	0.0	0.0	0	1.0	stable
WGRN_002836	ACTL6A	RFLNB	other_or_unassigned	nan	gene	0.19	activation_positive	measured_but_not_sparse_selected	0.19	0.19	0.19	0.19	0.19	0.0	0.0	0	1.0	stable
WGRN_002837	ACTL6A	RFNG	other_or_unassigned	nan	gene	0.091	activation_positive	measured_but_not_sparse_selected	0.091	0.091	0.091	0.091	0.091	0.0	0.0	0	1.0	stable
WGRN_002838	ACTL6A	RFX2	other_or_unassigned	nan	gene	0.074	activation_positive	measured_but_not_sparse_selected	0.074	0.074	0.074	0.074	0.074	0.0	0.0	0	1.0	stable
WGRN_002839	ACTL6A	RGCC	other_or_unassigned	nan	gene	0.25	activation_positive	learned_sparse_edge	0.25	0.25	0.25	0.25	0.25	0.0	0.0	0	1.0	stable
WGRN_002840	ACTL6A	RGP1	other_or_unassigned	nan	gene	0.14	activation_positive	measured_but_not_sparse_selected	0.14	0.14	0.14	0.14	0.14	0.0	0.0	0	1.0	stable
WGRN_002841	ACTL6A	RGS14	other_or_unassigned	nan	gene	0.15	activation_positive	measured_but_not_sparse_selected	0.15	0.15	0.15	0.15	0.15	0.0	0.0	0	1.0	stable
WGRN_002842	ACTL6A	RGS18	other_or_unassigned	nan	gene	-0.33	repression_negative	learned_sparse_edge	-0.33	-0.33	-0.33	-0.33	0.33	0.0	0.0	0	1.0	stable
WGRN_002843	ACTL6A	RGSL1	other_or_unassigned	nan	gene	0.23	activation_positive	learned_sparse_edge	0.23	0.23	0.23	0.23	0.23	0.0	0.0	0	1.0	stable
WGRN_002844	ACTL6A	RHBDD2	other_or_unassigned	nan	gene	0.15	activation_positive	measured_but_not_sparse_selected	0.15	0.15	0.15	0.15	0.15	0.0	0.0	0	1.0	stable
WGRN_002845	ACTL6A	RHBDL1	other_or_unassigned	nan	gene	0.0765	activation_positive	measured_but_not_sparse_selected	0.0765	0.0765	0.0765	0.0765	0.0765	0.0	0.0	0	1.0	stable
WGRN_002846	ACTL6A	RHCE	other_or_unassigned	nan	gene	0.16	activation_positive	measured_but_not_sparse_selected	0.16	0.16	0.16	0.16	0.16	0.0	0.0	0	1.0	stable
WGRN_002847	ACTL6A	RHEX	other_or_unassigned	nan	gene	-0.36	repression_negative	learned_sparse_edge	-0.36	-0.36	-0.36	-0.36	0.36	0.0	0.0	0	1.0	stable
WGRN_002848	ACTL6A	RHNO1	other_or_unassigned	nan	gene	0.1155	activation_positive	measured_but_not_sparse_selected	0.1155	0.1155	0.1155	0.1155	0.1155	0.0	0.0	0	1.0	stable
WGRN_002849	ACTL6A	RHOA	other_or_unassigned	nan	gene	0.0699999999999999	activation_positive	measured_but_not_sparse_selected	0.0699999999999999	0.0699999999999999	0.0699999999999999	0.0699999999999999	0.0699999999999999	0.0	0.0	0	1.0	stable
WGRN_002850	ACTL6A	RHOC	other_or_unassigned	nan	gene	0.175	activation_positive	measured_but_not_sparse_selected	0.175	0.175	0.175	0.175	0.175	0.0	0.0	0	1.0	stable
WGRN_002851	ACTL6A	RHOT2	other_or_unassigned	nan	gene	0.071	activation_positive	measured_but_not_sparse_selected	0.071	0.071	0.071	0.071	0.071	0.0	0.0	0	1.0	stable
WGRN_002852	ACTL6A	RHOV	other_or_unassigned	nan	gene	0.17	activation_positive	measured_but_not_sparse_selected	0.17	0.17	0.17	0.17	0.17	0.0	0.0	0	1.0	stable
