metric	group	score	reported_mean_difference	reported_cohens_d	reported_q	reported_direction
Aging_SAT	"mammalian
senescence-like
repair failure"	-0.148109527096679	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.2594509853506749	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-1.007882173460921	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.2781154524655048	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.0034892368998952	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-0.1541907518401422	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-0.0094927251781594	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	1.2427760835316957	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-0.5543041240741521	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-0.592413913542666	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-0.2980154405603991	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.6492533638937148	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-1.0790653557777938	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.2148849075883449	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-1.0250341396256957	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.7499501105013412	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.7202824904305659	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	1.2529419366851522	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.0009718458368405	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-0.1520392439655028	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.05515803382616	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	-0.5302904936231321	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
Aging_SAT	"mammalian
senescence-like
repair failure"	0.1804436545779724	0.0520434884514614	0.0505857508097395	1.4048369409823126e-09	higher in mammalian senescence-like states
