stage	module	score
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.5626551352166964
intact	developmental_position_score	-0.06359717567750761
intact	developmental_position_score	-0.6148119021334043
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.4999566876615863
intact	developmental_position_score	-0.07566073144428098
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.3063433517350347
intact	developmental_position_score	-0.6671879778192087
intact	developmental_position_score	-0.48987165343152633
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.34750010673038323
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.5321100023976238
intact	developmental_position_score	0.3838220406608605
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.21650537440913298
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.10793403357046583
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.09588237965780691
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.0778823420850942
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.8454066199404046
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.18652625794033317
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.6293656788061002
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.23999984979541478
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.1524425033048568
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.07545623015333708
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	1.2684958459818085
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.026281854752939204
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.22405989489621955
intact	developmental_position_score	-0.40080248491181386
intact	developmental_position_score	0.34797839658719
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.7283997001666916
intact	developmental_position_score	-0.24889330981127117
intact	developmental_position_score	0.6893174158101282
intact	developmental_position_score	0.4592712789813571
intact	developmental_position_score	1.1487872548630964
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.4929207925520488
intact	developmental_position_score	-0.41359702315653535
intact	developmental_position_score	1.612821635349543
intact	developmental_position_score	0.5206610970202912
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.869682353619212
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.6552282307903132
intact	developmental_position_score	-0.4978568661614115
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.4823965261817922
intact	developmental_position_score	-0.4232006266905477
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.029674277548910055
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.3115636990674219
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.8237883463861677
intact	developmental_position_score	-0.28637451281330106
intact	developmental_position_score	-0.5021456626226617
intact	developmental_position_score	0.2807555530239283
intact	developmental_position_score	-0.13892971381526142
intact	developmental_position_score	0.19422305664628992
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	1.2809693155454445
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.2686950938218448
intact	developmental_position_score	0.21039261112628477
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.3771658205704967
intact	developmental_position_score	-0.025798942662387636
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.42016099324615463
intact	developmental_position_score	-0.48705630809633876
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.8531901138776976
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.41688358993988517
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	2.0476943077216876
intact	developmental_position_score	-0.12380841196017517
intact	developmental_position_score	-0.11545800379118126
intact	developmental_position_score	1.0886028751851136
intact	developmental_position_score	0.58323404094675
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	1.4848746454472206
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.16394675894155175
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.29154418926039555
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.41376106182138733
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.30650856004682847
intact	developmental_position_score	-0.557303318097677
intact	developmental_position_score	1.061089854970681
intact	developmental_position_score	-0.30711335433185927
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.3426337764006613
intact	developmental_position_score	1.0134420666830675
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.01643665580189474
intact	developmental_position_score	1.6558669918664988
intact	developmental_position_score	0.680176400047807
intact	developmental_position_score	0.23135402558105067
intact	developmental_position_score	-0.8253082744494096
intact	developmental_position_score	0.22017613384019755
