embedding_1	embedding_2	ra_hox_positional_identity_score	color_scale_vmin_2pct	color_scale_vmax_98pct
-0.045409288352915	-0.005666332623969149	0.03938745629372333	-0.8839781607964893	2.6582939572655215
-0.026084104334737918	-0.0005296141953925518	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.01817478952612915	-0.00191111738388169	1.4085789444878103	-0.8839781607964893	2.6582939572655215
0.012350805810312209	0.003932608651178838	1.5731691308832854	-0.8839781607964893	2.6582939572655215
0.01793000996371628	0.013982998473424376	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.006619816848088566	-0.0009360129601130938	0.42144618472525275	-0.8839781607964893	2.6582939572655215
0.007270706899144469	0.001472878396113414	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.011508290912984491	0.00047489798624762036	2.2993175353212827	-0.8839781607964893	2.6582939572655215
-0.020553227862766667	0.0003920149803278939	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.005717772326901541	0.00018758509968754382	0.45009626528450397	-0.8839781607964893	2.6582939572655215
0.009725285761753914	-0.005599330743386646	0.5279654953029497	-0.8839781607964893	2.6582939572655215
0.006606857545984086	0.0013127775533796407	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.013532218744888521	0.010169561063063898	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.014416492417476605	0.010043915622407569	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.035207586218248904	-0.003260331932429091	0.23774798851668488	-0.8839781607964893	2.6582939572655215
0.01028694571473744	7.072234664450945e-05	0.40782301742934646	-0.8839781607964893	2.6582939572655215
0.013585044620545326	0.0009063666615194883	0.10247661090560505	-0.8839781607964893	2.6582939572655215
-0.032279715250223884	-0.0026969044157340045	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.016856360642920117	0.013083702296783397	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.01695293216700512	0.01276496977458745	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.049675481559898114	-0.006760326140271975	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.016578308960543152	0.0124297889639828	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.008311445686214022	-0.0023214590448391967	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.004241118519287361	0.0012037364828276133	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.006021594077248629	0.0006139373086128064	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.018310067470541293	0.014436558799238672	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.017689102997906728	0.01373581303803267	0.6996475134138688	-0.8839781607964893	2.6582939572655215
-0.004771172834832679	0.0005531171218422921	0.9089293529389398	-0.8839781607964893	2.6582939572655215
-0.03077837302948095	-0.001869928676317436	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.024377810012546283	0.000506691007895907	0.37841026880924666	-0.8839781607964893	2.6582939572655215
0.008773948914101963	0.0008911721543944728	0.46548777091391463	-0.8839781607964893	2.6582939572655215
0.025650978967300387	0.0005016179716862754	-0.1055103694686509	-0.8839781607964893	2.6582939572655215
0.0172749727789138	0.0006894159021009114	0.12669210249256393	-0.8839781607964893	2.6582939572655215
0.017548584213408915	0.013491467892524903	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.025252103253039924	-4.513196295401752e-05	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.010165639754984962	0.0011800094611732173	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.00230660824604915	0.00024984778282382907	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.023083641055393365	0.0004134328840535767	-0.12567730402595365	-0.8839781607964893	2.6582939572655215
-0.04124169028638734	-0.005377177438880872	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.021034588672998317	0.0006497167134002326	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.007616167816695706	-0.0018731076912928345	0.33018450290294105	-0.8839781607964893	2.6582939572655215
-0.02794314818958672	-0.0016529995833675965	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.013485530979138138	0.0007900393785404492	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.028574230103539232	-0.000846194726821488	-0.15431717299049172	-0.8839781607964893	2.6582939572655215
0.005241295186696094	0.0008186817596483254	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.0029807417374914467	0.0009556735110268066	0.9952154549656849	-0.8839781607964893	2.6582939572655215
0.01770188911710691	0.013761941597949301	-0.375689889237451	-0.8839781607964893	2.6582939572655215
0.022484783387209238	0.0005427649562656136	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.016847060263402533	0.01262178970328457	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.01701328314274687	0.01310530256213865	0.25781516717782105	-0.8839781607964893	2.6582939572655215
0.0026942946265392214	0.0008224108917922292	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.04793621062204584	-0.006233920560288909	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.003307778939738568	-0.0015725234585223073	2.1851415383685366	-0.8839781607964893	2.6582939572655215
-0.05356290527419722	-0.007871550109275694	-0.16288410623202745	-0.8839781607964893	2.6582939572655215
-0.0002392550619188123	-0.0009184018727046551	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.01796544096912471	0.013755276976631599	-0.3938105487080001	-0.8839781607964893	2.6582939572655215
-0.009197009477928049	0.0012696011803372184	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.059752381487902885	-0.00805718617543231	0.15400196380192988	-0.8839781607964893	2.6582939572655215
0.005188712175159593	0.0007074962915720398	0.680610519900891	-0.8839781607964893	2.6582939572655215
0.006242206531359578	0.0005653649642846927	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.018535162894576008	0.014558486798594039	-0.43146523019215216	-0.8839781607964893	2.6582939572655215
-0.03713653473565182	-0.0044778633856981135	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.0175538090781793	0.013747923592806462	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.004848273355777546	0.0011258691443330167	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
-0.00463420789042789	0.00036834194768395833	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.006737269007271638	-0.0036571698925065995	1.429543579299439	-0.8839781607964893	2.6582939572655215
-0.006035966108256793	0.000566510828023116	-0.8839781607964893	-0.8839781607964893	2.6582939572655215
0.004880408830073011	0.0003778051484078418	0.7233048371701388	-0.8839781607964893	2.6582939572655215
-0.042540799283412374	-0.005671952716028519	0.050509309111005166	-0.8839781607964893	2.6582939572655215
