proxy_metric	value
local_density_proxy	0.9911091320673096
local_density_proxy	0.8775366361657863
local_density_proxy	0.4392693189140205
local_density_proxy	0.6235570946850061
local_density_proxy	1.7679450835447936
local_density_proxy	1.0717000909219891
local_density_proxy	0.8841180870728071
local_density_proxy	0.606969968055188
local_density_proxy	0.9274042292526868
local_density_proxy	1.2182348652646808
local_density_proxy	0.7648753107915713
local_density_proxy	1.0634491062270417
local_density_proxy	1.038912130229255
local_density_proxy	0.9943692783211372
local_density_proxy	0.943624338190018
local_density_proxy	0.7363032454251117
local_density_proxy	0.8426219667000744
local_density_proxy	1.022036170014651
local_density_proxy	1.5078201097553423
local_density_proxy	1.6599807363959411
local_density_proxy	1.0021121691413832
local_density_proxy	1.3373673184346382
local_density_proxy	1.0284289439085987
local_density_proxy	1.4843510057498213
local_density_proxy	0.8725332979098578
local_density_proxy	1.656480219521441
local_density_proxy	2.2098736429453547
local_density_proxy	0.953350683265848
local_density_proxy	1.249490311776972
local_density_proxy	0.5923492487566778
local_density_proxy	0.7781070047617256
local_density_proxy	0.4991484933492423
local_density_proxy	0.7002724471990974
local_density_proxy	1.5961110152935978
local_density_proxy	1.0346793163733836
local_density_proxy	1.0923781007174012
local_density_proxy	0.9996710404330924
local_density_proxy	0.767554710560896
local_density_proxy	0.8998557577279388
local_density_proxy	1.0179897282310235
local_density_proxy	0.8472902294366897
local_density_proxy	0.7223204482793015
local_density_proxy	0.9629854140478518
local_density_proxy	1.0841120945608786
local_density_proxy	1.1549758572448463
local_density_proxy	1.3326417562642618
local_density_proxy	1.5527145345870683
local_density_proxy	0.7019927863422555
local_density_proxy	1.3321729363126755
local_density_proxy	1.388410458668644
local_density_proxy	0.5746095532648728
local_density_proxy	0.9637951317708072
local_density_proxy	0.8742113025145866
local_density_proxy	1.1928943895771456
local_density_proxy	0.7219081517195406
local_density_proxy	1.8028039630615769
local_density_proxy	1.0834046354108355
local_density_proxy	0.7459218624719318
local_density_proxy	1.0013375759178664
local_density_proxy	0.7844104677812144
local_density_proxy	1.6198622365073048
local_density_proxy	1.1447668289160664
local_density_proxy	1.4821577933921888
local_density_proxy	0.868066297060133
local_density_proxy	1.0561388216000165
local_density_proxy	0.8878351454462827
local_density_proxy	0.7886116543393418
local_density_proxy	0.9118115605995444
local_density_proxy	1.162896422621481
local_density_proxy	1.3575532682432458
local_density_proxy	1.1330341144856282
local_density_proxy	0.7756337585052214
local_density_proxy	1.2801763555674066
local_density_proxy	1.1491403842928305
local_density_proxy	1.3253348778491862
local_density_proxy	1.135293668318581
local_density_proxy	2.156278298044339
local_density_proxy	0.8963035554581498
local_density_proxy	1.174974258656483
local_density_proxy	0.5655588736925916
local_density_proxy	0.6793205422214961
local_density_proxy	1.0259880425922394
local_density_proxy	0.5203564703314341
local_density_proxy	1.009130063472397
local_density_proxy	1.3149021507639345
local_density_proxy	2.0389598194097385
local_density_proxy	1.3207983646557648
local_density_proxy	0.9317376232087636
local_density_proxy	0.877647481440352
local_density_proxy	1.2130038325958217
local_density_proxy	0.414975758849518
local_density_proxy	0.6603346890362083
local_density_proxy	0.980544393979788
local_density_proxy	0.9671406099048988
local_density_proxy	2.422575048119078
local_density_proxy	0.8252591645658431
local_density_proxy	0.9726939971460934
local_density_proxy	0.6025211474105154
local_density_proxy	0.8976672850696321
local_density_proxy	1.231965364903255
local_density_proxy	0.922504469663657
local_density_proxy	1.1418141201780334
local_density_proxy	2.116857301852901
local_density_proxy	1.1445760545141404
local_density_proxy	0.9191898201520528
local_density_proxy	1.2091018313056434
local_density_proxy	0.50661568526128
local_density_proxy	0.9422133049096248
local_density_proxy	1.3791533230257451
local_density_proxy	0.7454687689449785
local_density_proxy	1.4264571170433795
local_density_proxy	1.4184933475423256
local_density_proxy	0.8722589259609795
local_density_proxy	0.6575532324339822
local_density_proxy	1.243506799039742
local_density_proxy	1.093791404571634
local_density_proxy	0.5695505966780855
local_density_proxy	0.965564541004794
local_density_proxy	1.117803513354954
local_density_proxy	0.6879215030343692
local_density_proxy	0.5512669176374975
local_density_proxy	0.7133485689048596
local_density_proxy	1.7110881013752717
local_density_proxy	1.070627989742224
local_density_proxy	0.7963243379183091
local_density_proxy	0.9662219612557748
local_density_proxy	1.3165157994005665
local_density_proxy	1.2723264430529615
local_density_proxy	1.1556028154745452
local_density_proxy	1.1710549736704363
local_density_proxy	0.6906053889796996
local_density_proxy	0.9771076123597894
local_density_proxy	0.9274924731765838
local_density_proxy	0.9756292273577776
local_density_proxy	1.0900545817013587
local_density_proxy	0.876088663386762
local_density_proxy	1.6529728024618116
local_density_proxy	0.806531923377788
local_density_proxy	1.0093000107207086
local_density_proxy	1.3014061587516943
local_density_proxy	1.3813505025297046
local_density_proxy	0.9986275613624818
local_density_proxy	0.9783296068246724
local_density_proxy	1.0747955473644952
local_density_proxy	1.0940513521072222
local_density_proxy	1.0526291301443929
local_density_proxy	1.2475343677713426
local_density_proxy	1.086256224645232
local_density_proxy	2.0465739088236816
local_density_proxy	0.7443034356783957
local_density_proxy	1.7913017152106006
local_density_proxy	0.776794249103673
local_density_proxy	1.203872773357081
local_density_proxy	1.2346503824343027
local_density_proxy	0.7921557273393216
local_density_proxy	0.5758005839047519
local_density_proxy	1.2674923714053652
local_density_proxy	1.3063364524676877
local_density_proxy	0.786235842474798
local_density_proxy	0.6320378598660005
local_density_proxy	1.00896225854928
local_density_proxy	0.9063301726663796
local_density_proxy	1.33401509092281
local_density_proxy	0.9387576069896948
local_density_proxy	1.3252859606170315
local_density_proxy	0.6875903581309822
local_density_proxy	0.922277877961402
local_density_proxy	0.59053738471995
local_density_proxy	0.6976371456225843
local_density_proxy	0.7463144961813192
local_density_proxy	0.6459209819032357
local_density_proxy	1.0299687907646424
local_density_proxy	0.6863832025176466
local_density_proxy	1.554072668200926
local_density_proxy	1.155938154893613
local_density_proxy	0.9635928653871122
local_density_proxy	0.9846674322389148
local_density_proxy	1.0566681673331046
local_density_proxy	0.9643254451228672
local_density_proxy	0.4726143423769982
local_density_proxy	0.6609112096862549
local_density_proxy	1.5496497581407478
local_density_proxy	1.1381578377085544
local_density_proxy	1.4258289763677536
local_density_proxy	0.8900882673080138
local_density_proxy	0.92910060643816
local_density_proxy	0.480811370532702
local_density_proxy	0.9910206190114408
local_density_proxy	0.9413760238187872
local_density_proxy	1.0931285472020429
local_density_proxy	0.8852508948495245
local_density_proxy	1.136338271684755
local_density_proxy	1.3450315884765591
local_density_proxy	1.254447947079258
local_density_proxy	1.914909246855607
local_density_proxy	0.8394979364048131
local_density_proxy	1.3231717322163552
local_density_proxy	1.1482540128264156
local_density_proxy	0.5751054125670736
local_density_proxy	1.1755476312275752
local_density_proxy	0.6881646626132167
local_density_proxy	1.2863184826324738
local_density_proxy	0.9671205076890615
local_density_proxy	1.660261069672757
local_density_proxy	0.9627413076545508
local_density_proxy	2.20115382403369
local_density_proxy	1.0874107055655569
local_density_proxy	0.5650392944061585
local_density_proxy	1.201740674734756
local_density_proxy	1.0348466163259604
local_density_proxy	1.347132111662506
local_density_proxy	0.9193171207343908
local_density_proxy	1.225190141470109
local_density_proxy	1.3467446242042336
local_density_proxy	0.7275036443434463
local_density_proxy	0.8650621843488565
local_density_proxy	0.8539218407889002
local_density_proxy	1.598898951817951
local_density_proxy	0.8409939710927766
local_density_proxy	1.6020448185776486
local_density_proxy	1.3858527602048545
local_density_proxy	1.1687592900282713
local_density_proxy	1.0657776773011531
local_density_proxy	1.1604622610817186
local_density_proxy	1.26484724025589
local_density_proxy	1.1487607239446551
local_density_proxy	1.8383227020336592
local_density_proxy	0.9768673698695188
local_density_proxy	1.4844517327570357
local_density_proxy	0.8807343734470693
local_density_proxy	1.055303747050808
local_density_proxy	0.9031210569788524
local_density_proxy	1.260657120105729
local_density_proxy	1.2090319460824597
local_density_proxy	1.2284777573266104
local_density_proxy	0.7146928317184778
local_density_proxy	1.1460016230639578
local_density_proxy	0.6446377427669402
local_density_proxy	1.200157864436992
local_density_proxy	0.9166955489302532
local_density_proxy	1.1618289813547285
local_density_proxy	1.1037776198417757
local_density_proxy	0.8326344920413644
local_density_proxy	0.9380413874913353
local_density_proxy	1.0026622964036849
local_density_proxy	1.1703157600811105
local_density_proxy	0.5929999711456228
local_density_proxy	1.1024916779719491
local_density_proxy	0.8679221216186478
local_density_proxy	0.8997186060894146
local_density_proxy	1.126465955782198
local_density_proxy	1.6665062148861454
local_density_proxy	1.977993245395011
local_density_proxy	1.0425593229540115
local_density_proxy	0.4501796043061544
local_density_proxy	1.869229657052346
local_density_proxy	1.5343548452609217
local_density_proxy	1.225808948246617
local_density_proxy	0.9454024561271908
local_density_proxy	0.8429340314349009
local_density_proxy	0.8416661844422451
local_density_proxy	1.3374105996059926
local_density_proxy	0.9710041826179632
local_density_proxy	1.8464060107882163
local_density_proxy	0.5945141499771827
local_density_proxy	0.8003313467084059
local_density_proxy	1.2977662958099407
local_density_proxy	1.0273661227829367
local_density_proxy	0.6560108381484862
local_density_proxy	1.4626761849979737
local_density_proxy	1.373861316237633
local_density_proxy	1.2262991787322757
local_density_proxy	1.2153950520825014
local_density_proxy	1.357695934359442
local_density_proxy	0.7719414859110147
local_density_proxy	1.0642552480690608
local_density_proxy	1.7610927624558044
local_density_proxy	0.8451664198261315
local_density_proxy	1.0355289088634398
local_density_proxy	1.2562588624345026
local_density_proxy	2.0112641107030576
local_density_proxy	1.0292461026094002
local_density_proxy	1.1074510663982184
local_density_proxy	0.6229936318854514
local_density_proxy	1.0586192740801934
local_density_proxy	0.6189694077259454
local_density_proxy	0.9897729129738816
local_density_proxy	0.7435085479974006
local_density_proxy	0.697095081841535
local_density_proxy	0.9058198695346228
local_density_proxy	1.223108458838925
local_density_proxy	1.1738618333579662
local_density_proxy	1.7742013241973589
local_density_proxy	1.11497934216767
local_density_proxy	1.3032339718856651
local_density_proxy	0.8067663353518222
local_density_proxy	2.0513351369741386
local_density_proxy	1.0914787689561067
local_density_proxy	1.1753107455755984
local_density_proxy	1.180011650641168
local_density_proxy	1.287823822095573
local_density_proxy	0.5701446662050424
local_density_proxy	1.322819017678609
local_density_proxy	0.8128129062426472
local_density_proxy	1.0781938523304857
local_density_proxy	0.8639516252771742
local_density_proxy	1.2169112479488045
local_density_proxy	1.2621683803322914
local_density_proxy	1.0553772147303078
local_density_proxy	1.119954149131526
local_density_proxy	0.499850496886513
local_density_proxy	0.9937786696701228
local_density_proxy	1.540390587666899
local_density_proxy	1.2544139106666738
local_density_proxy	1.3560877305603114
local_density_proxy	1.3372335652366911
local_density_proxy	1.026868226929903
local_density_proxy	1.2050513191587058
local_density_proxy	1.7756508187402962
local_density_proxy	0.8853365046983734
local_density_proxy	0.7955835132302109
local_density_proxy	0.984941954695314
local_density_proxy	1.1772308129317215
local_density_proxy	1.1384115732498647
local_density_proxy	0.7683251653540193
local_density_proxy	1.064892875819934
local_density_proxy	1.2018742627961476
local_density_proxy	1.132534567800249
local_density_proxy	0.9574963768520832
local_density_proxy	0.8708465808023175
local_density_proxy	1.866403594165453
local_density_proxy	0.8897030255859062
local_density_proxy	0.4625481666276746
local_density_proxy	1.164182053601865
local_density_proxy	1.202734111937255
local_density_proxy	1.384514371811821
local_density_proxy	0.58128740469488
local_density_proxy	0.9078027686619584
local_density_proxy	1.1185888656865215
local_density_proxy	1.3303561417584693
local_density_proxy	1.2536374500501768
local_density_proxy	1.317226732077925
local_density_proxy	1.0522739180447054
local_density_proxy	1.6363967576019822
local_density_proxy	0.9448687270927272
local_density_proxy	1.0146249245470746
local_density_proxy	1.0400557811851865
local_density_proxy	1.8942005093170389
local_density_proxy	1.2609631641242731
local_density_proxy	1.0965503121090645
local_density_proxy	0.6196587531573836
local_density_proxy	1.2284436946343882
local_density_proxy	1.704204587368896
local_density_proxy	0.7007139648210884
local_density_proxy	1.622262626125074
local_density_proxy	0.952515096749913
local_density_proxy	1.0740924125836535
local_density_proxy	1.0467894685614387
local_density_proxy	0.9869162051986584
local_density_proxy	1.6780388051569255
local_density_proxy	1.4626922802938709
local_density_proxy	0.9324268473759212
local_density_proxy	1.070982658456089
local_density_proxy	0.8604255442857032
local_density_proxy	1.09869910648265
local_density_proxy	2.060425387962895
local_density_proxy	0.9897671139872544
local_density_proxy	1.59532538469125
local_density_proxy	2.268066687431569
local_density_proxy	0.9762629558320626
local_density_proxy	0.872926702439255
local_density_proxy	1.3390158300438713
local_density_proxy	1.7308165767477874
local_density_proxy	0.4414370394078348
local_density_proxy	0.943344545052279
local_density_proxy	2.1572091547439496
local_density_proxy	0.7727491886037279
local_density_proxy	0.8843407680784269
local_density_proxy	2.1085350700362895
local_density_proxy	1.125354529316087
local_density_proxy	1.2967708025761318
local_density_proxy	1.2152136484480165
local_density_proxy	0.9042032857237876
local_density_proxy	0.3036553638167278
local_density_proxy	1.612867272268793
local_density_proxy	1.0168283923907462
local_density_proxy	1.2661261191442637
local_density_proxy	1.6121244624089133
local_density_proxy	0.8108851411823895
local_density_proxy	1.198214867013124
local_density_proxy	0.6647932194322145
local_density_proxy	1.5971899899193531
local_density_proxy	0.7510069728315132
local_density_proxy	0.7789657749262162
local_density_proxy	0.7310226625786794
local_density_proxy	0.944915850427926
local_density_proxy	0.5188494359027133
local_density_proxy	1.2201635977353562
local_density_proxy	1.807592200694765
local_density_proxy	0.6306067630931745
local_density_proxy	0.6355645122621683
local_density_proxy	1.0741212216742824
local_density_proxy	0.7475806865686698
local_density_proxy	0.9575207944113654
local_density_proxy	1.0686015535890594
local_density_proxy	1.26480360238085
local_density_proxy	1.2733914293677433
local_density_proxy	1.0371398295541725
local_density_proxy	1.626247356573255
local_density_proxy	0.6943962785915779
local_density_proxy	0.8859911865574648
local_density_proxy	1.4188209289973162
local_density_proxy	1.487728945003019
